date,open,high,low,close,adj_close,volume,Name,Company Name
2018-04-19,208.25,213.08999633789065,202.0,211.66000366210935,200.87741088867188,1927900.0,ADS,Alliance Data Systems
2018-04-20,213.9900054931641,217.30999755859375,209.02000427246097,209.32000732421875,198.6566162109375,1234600.0,ADS,Alliance Data Systems
2018-04-23,210.30999755859375,210.97999572753903,205.91000366210935,207.7899932861328,197.20457458496097,750400.0,ADS,Alliance Data Systems
2018-04-24,209.42999267578125,209.7899932861328,204.07000732421875,205.3699951171875,194.9078369140625,616000.0,ADS,Alliance Data Systems
2018-04-25,205.1300048828125,205.2400054931641,202.63999938964844,204.1000061035156,193.7025451660156,724000.0,ADS,Alliance Data Systems
2018-04-26,204.8699951171875,205.91000366210935,203.52000427246097,203.9600067138672,193.56967163085935,530500.0,ADS,Alliance Data Systems
2018-04-27,204.0500030517578,204.94000244140625,203.92999267578125,204.47999572753903,194.06314086914065,402500.0,ADS,Alliance Data Systems
2018-04-30,204.47999572753903,204.92999267578125,202.44000244140625,203.0500030517578,192.70602416992188,818700.0,ADS,Alliance Data Systems
2018-05-01,203.0,203.8300018310547,201.4900054931641,203.3000030517578,192.94329833984375,539900.0,ADS,Alliance Data Systems
2018-05-02,203.82000732421875,204.38999938964844,198.6999969482422,199.25,189.09962463378903,670800.0,ADS,Alliance Data Systems
2018-05-03,197.97000122070312,199.3000030517578,193.8699951171875,194.63999938964844,184.72447204589844,903400.0,ADS,Alliance Data Systems
2018-05-04,193.30999755859375,197.4900054931641,192.02000427246097,197.02000427246097,186.9832305908203,618300.0,ADS,Alliance Data Systems
2018-05-07,198.1999969482422,200.33999633789065,197.57000732421875,199.1000061035156,188.9572601318359,693200.0,ADS,Alliance Data Systems
2018-05-08,199.47999572753903,202.69000244140625,198.13999938964844,201.75,191.4722595214844,997800.0,ADS,Alliance Data Systems
2018-05-09,202.07000732421875,205.8000030517578,201.75,203.8800048828125,193.4937744140625,853700.0,ADS,Alliance Data Systems
2018-05-10,204.13999938964844,207.1499938964844,203.97000122070312,206.6699981689453,196.14161682128903,605500.0,ADS,Alliance Data Systems
2018-05-11,206.77999877929688,208.72000122070312,206.77999877929688,208.0500030517578,197.99740600585935,487300.0,ADS,Alliance Data Systems
2018-05-14,208.13999938964844,210.08999633789065,207.97999572753903,209.4499969482422,199.32974243164065,928000.0,ADS,Alliance Data Systems
2018-05-15,208.0,208.33999633789065,202.47999572753903,207.86000061035156,197.81658935546875,850700.0,ADS,Alliance Data Systems
2018-05-16,207.6699981689453,211.57000732421875,207.3300018310547,209.67999267578125,199.54864501953125,571000.0,ADS,Alliance Data Systems
2018-05-17,209.69000244140625,211.61000061035156,209.6199951171875,210.57000732421875,200.3956756591797,455700.0,ADS,Alliance Data Systems
2018-05-18,210.9900054931641,211.52000427246097,209.83999633789065,210.08999633789065,199.93881225585935,437900.0,ADS,Alliance Data Systems
2018-05-21,210.8999938964844,214.0500030517578,210.4900054931641,212.69000244140625,202.41322326660156,497400.0,ADS,Alliance Data Systems
2018-05-22,213.07000732421875,214.0500030517578,212.5,212.7400054931641,202.46083068847656,417100.0,ADS,Alliance Data Systems
2018-05-23,211.3500061035156,214.8500061035156,210.5399932861328,214.8000030517578,204.4212646484375,584500.0,ADS,Alliance Data Systems
2018-05-24,214.88999938964844,215.6199951171875,212.63999938964844,213.8999938964844,203.5647125244141,377200.0,ADS,Alliance Data Systems
2018-05-25,214.1699981689453,214.80999755859375,212.8000030517578,213.1300048828125,202.8319396972656,280800.0,ADS,Alliance Data Systems
2018-05-29,212.02000427246097,212.47000122070312,208.8699951171875,209.88999938964844,199.74847412109375,416500.0,ADS,Alliance Data Systems
2018-05-30,211.3699951171875,213.75,210.52999877929688,213.3000030517578,202.9937438964844,373600.0,ADS,Alliance Data Systems
2018-05-31,213.5800018310547,213.5800018310547,209.8500061035156,210.82000732421875,200.6335601806641,659500.0,ADS,Alliance Data Systems
2018-06-01,211.9900054931641,212.97999572753903,209.67999267578125,209.8999938964844,199.7580108642578,543500.0,ADS,Alliance Data Systems
2018-06-04,210.4900054931641,212.2899932861328,210.38999938964844,212.0099945068359,201.76608276367188,346200.0,ADS,Alliance Data Systems
2018-06-05,211.83999633789065,216.17999267578125,211.83999633789065,216.07000732421875,205.62991333007812,543800.0,ADS,Alliance Data Systems
2018-06-06,216.0,223.0500030517578,216.0,222.3300018310547,211.58741760253903,793700.0,ADS,Alliance Data Systems
2018-06-07,222.38999938964844,223.19000244140625,218.8500061035156,220.57000732421875,209.91244506835935,463800.0,ADS,Alliance Data Systems
2018-06-08,220.08999633789065,222.55999755859375,219.1300048828125,222.3800048828125,211.6350250244141,339900.0,ADS,Alliance Data Systems
2018-06-11,223.05999755859375,223.3300018310547,221.42999267578125,222.19000244140625,211.4541931152344,328300.0,ADS,Alliance Data Systems
2018-06-12,222.19000244140625,227.0,220.57000732421875,224.52999877929688,213.6811065673828,478100.0,ADS,Alliance Data Systems
2018-06-13,225.61000061035156,225.61000061035156,223.5099945068359,224.22999572753903,213.3956298828125,441100.0,ADS,Alliance Data Systems
2018-06-14,225.3699951171875,227.91000366210935,223.7899932861328,226.47000122070312,215.52737426757812,588300.0,ADS,Alliance Data Systems
2018-06-15,226.08999633789065,235.3800048828125,222.07000732421875,232.3300018310547,221.1042327880859,1159400.0,ADS,Alliance Data Systems
2018-06-18,234.22999572753903,237.0500030517578,230.58999633789065,233.47000122070312,222.18914794921875,590400.0,ADS,Alliance Data Systems
2018-06-19,231.1999969482422,234.5399932861328,229.8300018310547,234.4900054931641,223.1598663330078,643200.0,ADS,Alliance Data Systems
2018-06-20,234.9600067138672,238.1300048828125,234.3800048828125,236.6699981689453,225.23455810546875,585300.0,ADS,Alliance Data Systems
2018-06-21,236.52999877929688,239.4600067138672,233.6999969482422,236.5800018310547,225.1488800048828,493100.0,ADS,Alliance Data Systems
2018-06-22,237.32000732421875,239.9499969482422,235.6499938964844,236.6199951171875,225.18695068359375,587500.0,ADS,Alliance Data Systems
2018-06-25,236.0,239.6199951171875,232.97000122070312,234.7400054931641,223.39781188964844,517300.0,ADS,Alliance Data Systems
2018-06-26,235.30999755859375,236.2400054931641,231.82000732421875,232.1000061035156,220.88536071777344,410600.0,ADS,Alliance Data Systems
2018-06-27,233.80999755859375,233.8999938964844,229.77999877929688,229.8500061035156,218.74407958984375,485100.0,ADS,Alliance Data Systems
2018-06-28,229.4199981689453,236.1199951171875,229.4199981689453,235.55999755859375,224.17816162109375,427200.0,ADS,Alliance Data Systems
2018-06-29,236.3300018310547,236.7599945068359,233.0,233.1999969482422,221.9322052001953,471700.0,ADS,Alliance Data Systems
2018-07-02,231.1499938964844,236.63999938964844,231.1499938964844,236.4499969482422,225.0251617431641,354700.0,ADS,Alliance Data Systems
2018-07-03,236.3699951171875,237.8699951171875,234.8500061035156,235.2400054931641,223.8736267089844,233900.0,ADS,Alliance Data Systems
2018-07-05,235.80999755859375,238.13999938964844,235.5099945068359,238.0099945068359,226.50979614257812,272400.0,ADS,Alliance Data Systems
2018-07-06,238.16000366210935,241.0399932861328,238.16000366210935,240.6000061035156,228.97463989257812,228500.0,ADS,Alliance Data Systems
2018-07-09,242.69000244140625,245.92999267578125,241.66000366210935,244.1699981689453,232.37213134765625,510000.0,ADS,Alliance Data Systems
2018-07-10,244.69000244140625,245.38999938964844,242.63999938964844,243.36000061035156,231.60128784179688,610100.0,ADS,Alliance Data Systems
2018-07-11,242.5399932861328,243.5399932861328,241.07000732421875,242.25,230.54495239257812,329300.0,ADS,Alliance Data Systems
2018-07-12,244.07000732421875,245.2100067138672,241.86000061035156,244.16000366210935,232.36265563964844,513200.0,ADS,Alliance Data Systems
2018-07-13,243.6199951171875,244.3999938964844,241.0800018310547,243.5,231.73452758789065,366000.0,ADS,Alliance Data Systems
2018-07-16,232.9600067138672,236.1999969482422,218.3999938964844,218.97000122070312,208.38975524902344,1639300.0,ADS,Alliance Data Systems
2018-07-17,219.0,226.17999267578125,219.0,225.44000244140625,214.5471649169922,722200.0,ADS,Alliance Data Systems
2018-07-18,226.47000122070312,228.2599945068359,223.92999267578125,226.1499938964844,215.22283935546875,661700.0,ADS,Alliance Data Systems
2018-07-19,226.19000244140625,232.0,216.07000732421875,227.19000244140625,216.21261596679688,1144300.0,ADS,Alliance Data Systems
2018-07-20,227.25,237.2599945068359,225.92999267578125,233.0800018310547,221.8179931640625,954900.0,ADS,Alliance Data Systems
2018-07-23,232.30999755859375,235.8500061035156,231.69000244140625,233.3699951171875,222.0939788818359,426400.0,ADS,Alliance Data Systems
2018-07-24,235.2599945068359,235.41000366210935,230.66000366210935,232.5099945068359,221.27554321289065,459700.0,ADS,Alliance Data Systems
2018-07-25,233.7100067138672,237.6699981689453,233.7100067138672,236.1999969482422,224.78721618652344,347800.0,ADS,Alliance Data Systems
2018-07-26,235.88999938964844,237.44000244140625,234.0399932861328,234.1499938964844,222.83631896972656,318200.0,ADS,Alliance Data Systems
2018-07-27,232.88999938964844,232.88999938964844,224.97000122070312,227.33999633789065,216.3553466796875,753000.0,ADS,Alliance Data Systems
2018-07-30,227.97999572753903,230.55999755859375,224.61000061035156,225.0800018310547,214.20452880859375,417000.0,ADS,Alliance Data Systems
2018-07-31,225.8999938964844,227.4199981689453,224.2599945068359,224.8800048828125,214.01422119140625,309800.0,ADS,Alliance Data Systems
2018-08-01,224.83999633789065,226.75,223.6499938964844,225.5500030517578,214.65184020996097,282000.0,ADS,Alliance Data Systems
2018-08-02,224.82000732421875,225.7100067138672,223.11000061035156,225.08999633789065,214.21405029296875,295100.0,ADS,Alliance Data Systems
2018-08-03,225.6999969482422,228.58999633789065,223.7100067138672,227.58999633789065,216.59327697753903,369900.0,ADS,Alliance Data Systems
2018-08-06,227.6300048828125,228.1999969482422,226.27999877929688,227.91000366210935,216.89779663085935,189500.0,ADS,Alliance Data Systems
2018-08-07,228.5,230.17999267578125,227.88999938964844,229.97999572753903,218.86778259277344,330100.0,ADS,Alliance Data Systems
2018-08-08,230.6499938964844,232.33999633789065,229.5399932861328,230.5099945068359,219.37217712402344,228200.0,ADS,Alliance Data Systems
2018-08-09,230.6000061035156,231.7899932861328,230.17999267578125,230.61000061035156,219.4673309326172,162200.0,ADS,Alliance Data Systems
2018-08-10,229.58999633789065,230.91000366210935,226.5500030517578,228.16000366210935,217.13572692871097,242900.0,ADS,Alliance Data Systems
2018-08-13,227.8000030517578,229.8800048828125,226.5800018310547,227.36000061035156,216.9163055419922,258500.0,ADS,Alliance Data Systems
2018-08-14,230.0500030517578,232.67999267578125,229.02000427246097,231.42999267578125,220.79933166503903,379200.0,ADS,Alliance Data Systems
2018-08-15,229.1499938964844,231.2599945068359,225.0399932861328,230.6300048828125,220.03610229492188,534100.0,ADS,Alliance Data Systems
2018-08-16,232.30999755859375,236.9499969482422,231.38999938964844,234.9900054931641,224.19583129882812,283600.0,ADS,Alliance Data Systems
2018-08-17,235.1000061035156,238.42999267578125,232.83999633789065,238.02999877929688,227.09617614746097,308800.0,ADS,Alliance Data Systems
2018-08-20,238.3699951171875,240.6000061035156,236.0800018310547,240.30999755859375,229.27145385742188,422800.0,ADS,Alliance Data Systems
2018-08-21,241.2599945068359,242.52999877929688,240.5399932861328,240.8800048828125,229.8152618408203,271200.0,ADS,Alliance Data Systems
2018-08-22,240.0,241.88999938964844,238.86000061035156,240.3300018310547,229.29055786132812,342100.0,ADS,Alliance Data Systems
2018-08-23,240.25,240.75,236.72000122070312,237.0500030517578,226.1612243652344,577300.0,ADS,Alliance Data Systems
2018-08-24,238.42999267578125,239.1499938964844,236.33999633789065,236.92999267578125,226.04669189453125,334600.0,ADS,Alliance Data Systems
2018-08-27,238.27999877929688,240.97999572753903,237.75,238.9900054931641,228.0120849609375,473500.0,ADS,Alliance Data Systems
2018-08-28,239.44000244140625,240.8999938964844,238.0800018310547,238.58999633789065,227.63047790527344,362900.0,ADS,Alliance Data Systems
2018-08-29,238.8999938964844,241.6999969482422,238.2400054931641,240.91000366210935,229.8438720703125,346400.0,ADS,Alliance Data Systems
2018-08-30,240.55999755859375,240.77000427246097,238.33999633789065,239.19000244140625,228.2029266357422,209800.0,ADS,Alliance Data Systems
2018-08-31,238.6999969482422,241.13999938964844,238.0,238.5800018310547,227.62088012695312,329500.0,ADS,Alliance Data Systems
2018-09-04,238.4499969482422,239.3699951171875,235.44000244140625,236.8999938964844,226.01806640625,367900.0,ADS,Alliance Data Systems
2018-09-05,236.61000061035156,239.72000122070312,233.88999938964844,238.8500061035156,227.8785400390625,508600.0,ADS,Alliance Data Systems
2018-09-06,238.05999755859375,239.8000030517578,237.1499938964844,237.97999572753903,227.0484619140625,289000.0,ADS,Alliance Data Systems
2018-09-07,237.7599945068359,238.42999267578125,236.08999633789065,236.9499969482422,226.06578063964844,314900.0,ADS,Alliance Data Systems
2018-09-10,238.0500030517578,239.9600067138672,236.88999938964844,237.5500030517578,226.6382598876953,271800.0,ADS,Alliance Data Systems
2018-09-11,236.97999572753903,238.2100067138672,235.0099945068359,237.72999572753903,226.8099365234375,313700.0,ADS,Alliance Data Systems
2018-09-12,237.25,244.0,234.02999877929688,243.5399932861328,232.35304260253903,609000.0,ADS,Alliance Data Systems
2018-09-13,243.6199951171875,247.08999633789065,242.75,243.36000061035156,232.18133544921875,421900.0,ADS,Alliance Data Systems
2018-09-14,243.36000061035156,244.1999969482422,239.41000366210935,241.47999572753903,230.3876953125,356200.0,ADS,Alliance Data Systems
2018-09-17,242.5,248.44000244140625,241.8000030517578,246.1199951171875,234.8145446777344,584700.0,ADS,Alliance Data Systems
2018-09-18,245.9600067138672,247.82000732421875,243.22000122070312,246.86000061035156,235.5205993652344,294500.0,ADS,Alliance Data Systems
2018-09-19,247.3000030517578,247.92999267578125,244.4499969482422,247.5,236.13121032714844,428100.0,ADS,Alliance Data Systems
2018-09-20,248.0,249.2899932861328,246.69000244140625,247.8000030517578,236.4173889160156,576200.0,ADS,Alliance Data Systems
2018-09-21,249.1000061035156,250.27000427246097,246.58999633789065,248.69000244140625,237.2665252685547,626200.0,ADS,Alliance Data Systems
2018-09-24,248.7400054931641,248.7400054931641,244.55999755859375,244.82000732421875,233.5742645263672,362600.0,ADS,Alliance Data Systems
2018-09-25,245.38999938964844,245.6999969482422,242.80999755859375,243.07000732421875,231.9046630859375,459300.0,ADS,Alliance Data Systems
2018-09-26,243.0,244.0099945068359,238.9600067138672,239.2100067138672,228.22195434570312,931200.0,ADS,Alliance Data Systems
2018-09-27,238.9900054931641,238.9900054931641,235.7599945068359,236.2400054931641,225.38839721679688,355700.0,ADS,Alliance Data Systems
2018-09-28,235.77000427246097,236.8000030517578,234.61000061035156,236.16000366210935,225.3120880126953,681900.0,ADS,Alliance Data Systems
2018-10-01,237.66000366210935,240.94000244140625,237.3699951171875,237.83999633789065,226.91490173339844,450000.0,ADS,Alliance Data Systems
2018-10-02,238.0500030517578,238.7599945068359,233.5099945068359,233.5399932861328,222.8124084472656,407900.0,ADS,Alliance Data Systems
2018-10-03,235.22000122070312,238.05999755859375,234.27000427246097,237.0,226.1134796142578,415500.0,ADS,Alliance Data Systems
2018-10-04,236.91000366210935,238.2899932861328,234.9600067138672,235.5800018310547,224.7586975097656,470800.0,ADS,Alliance Data Systems
2018-10-05,235.9600067138672,236.5,229.5,231.3300018310547,220.70394897460935,289000.0,ADS,Alliance Data Systems
2018-10-08,229.7100067138672,232.25,226.8300018310547,229.4199981689453,218.8816375732422,432400.0,ADS,Alliance Data Systems
2018-10-09,229.11000061035156,230.1199951171875,225.77999877929688,227.2599945068359,216.8208770751953,313000.0,ADS,Alliance Data Systems
2018-10-10,227.7400054931641,228.5800018310547,220.4600067138672,220.6999969482422,210.56222534179688,717700.0,ADS,Alliance Data Systems
2018-10-11,220.25,220.6999969482422,210.33999633789065,211.69000244140625,201.9660797119141,756700.0,ADS,Alliance Data Systems
2018-10-12,215.5,217.2100067138672,210.41000366210935,213.52000427246097,203.71202087402344,736300.0,ADS,Alliance Data Systems
2018-10-15,213.0,213.5399932861328,210.2400054931641,210.33999633789065,200.67807006835935,683700.0,ADS,Alliance Data Systems
2018-10-16,211.3999938964844,214.5399932861328,209.19000244140625,213.0500030517578,203.26364135742188,850900.0,ADS,Alliance Data Systems
2018-10-17,214.17999267578125,215.27000427246097,210.3000030517578,211.4600067138672,201.74668884277344,662500.0,ADS,Alliance Data Systems
2018-10-18,211.6300048828125,223.7599945068359,211.6300048828125,223.11000061035156,212.8614959716797,1759300.0,ADS,Alliance Data Systems
2018-10-19,222.0800018310547,223.1000061035156,215.30999755859375,216.17999267578125,206.2498321533203,1106100.0,ADS,Alliance Data Systems
2018-10-22,217.0,217.8000030517578,207.9499969482422,207.9600067138672,198.4074249267578,840000.0,ADS,Alliance Data Systems
2018-10-23,205.02999877929688,206.8300018310547,200.05999755859375,205.47999572753903,196.0413360595703,642000.0,ADS,Alliance Data Systems
2018-10-24,205.80999755859375,206.47000122070312,198.3800048828125,198.92999267578125,189.7922210693359,788400.0,ADS,Alliance Data Systems
2018-10-25,200.52000427246097,203.77999877929688,199.52000427246097,202.66000366210935,193.3508758544922,454100.0,ADS,Alliance Data Systems
2018-10-26,200.75,202.47999572753903,195.2599945068359,199.0500030517578,189.90670776367188,633100.0,ADS,Alliance Data Systems
2018-10-29,200.41000366210935,206.32000732421875,197.9199981689453,200.6000061035156,191.3855438232422,714900.0,ADS,Alliance Data Systems
2018-10-30,201.2599945068359,204.6300048828125,199.25,201.5800018310547,192.3205108642578,511300.0,ADS,Alliance Data Systems
2018-10-31,203.77999877929688,208.27000427246097,203.77999877929688,206.17999267578125,196.7091827392578,634600.0,ADS,Alliance Data Systems
2018-11-01,206.6199951171875,208.9199981689453,205.19000244140625,207.52000427246097,197.98764038085935,394900.0,ADS,Alliance Data Systems
2018-11-02,208.52999877929688,209.8699951171875,203.69000244140625,204.83999633789065,195.4307403564453,295000.0,ADS,Alliance Data Systems
2018-11-05,205.47000122070312,208.3500061035156,203.9199981689453,205.9199981689453,196.46115112304688,323900.0,ADS,Alliance Data Systems
2018-11-06,206.3999938964844,209.5099945068359,205.30999755859375,207.5399932861328,198.0067138671875,507300.0,ADS,Alliance Data Systems
2018-11-07,209.47000122070312,213.08999633789065,208.07000732421875,212.8300018310547,203.0537109375,290600.0,ADS,Alliance Data Systems
2018-11-08,212.13999938964844,214.9499969482422,210.7899932861328,212.9199981689453,203.13958740234375,308500.0,ADS,Alliance Data Systems
2018-11-09,210.8500061035156,211.52999877929688,206.2100067138672,208.2599945068359,198.69363403320312,295000.0,ADS,Alliance Data Systems
2018-11-12,207.97999572753903,207.97999572753903,203.22999572753903,203.6999969482422,194.34312438964844,366300.0,ADS,Alliance Data Systems
2018-11-13,204.44000244140625,207.66000366210935,202.8500061035156,205.27000427246097,196.3905792236328,256000.0,ADS,Alliance Data Systems
2018-11-14,206.4199981689453,207.3500061035156,199.22000122070312,199.7400054931641,191.09974670410156,451100.0,ADS,Alliance Data Systems
2018-11-15,198.07000732421875,198.97000122070312,194.8300018310547,197.8999938964844,189.33934020996097,600300.0,ADS,Alliance Data Systems
2018-11-16,197.47999572753903,199.63999938964844,196.7899932861328,198.0399932861328,189.4733123779297,364100.0,ADS,Alliance Data Systems
2018-11-19,197.5,199.11000061035156,192.17999267578125,192.97999572753903,184.63218688964844,520100.0,ADS,Alliance Data Systems
2018-11-20,189.22999572753903,197.02000427246097,189.22999572753903,192.5099945068359,184.1824951171875,541400.0,ADS,Alliance Data Systems
2018-11-21,193.6699981689453,199.67999267578125,193.6699981689453,196.0,187.5215606689453,433500.0,ADS,Alliance Data Systems
2018-11-23,194.5500030517578,196.13999938964844,194.5500030517578,194.77999877929688,186.3543243408203,115500.0,ADS,Alliance Data Systems
2018-11-26,196.7400054931641,201.27000427246097,196.7400054931641,200.9499969482422,192.2574157714844,264200.0,ADS,Alliance Data Systems
2018-11-27,200.44000244140625,202.25,190.2100067138672,193.80999755859375,185.42630004882812,744700.0,ADS,Alliance Data Systems
2018-11-28,194.0,201.77999877929688,194.0,199.57000732421875,190.9371337890625,850100.0,ADS,Alliance Data Systems
2018-11-29,197.8500061035156,199.5800018310547,196.07000732421875,196.6999969482422,188.19125366210935,426800.0,ADS,Alliance Data Systems
2018-11-30,196.7400054931641,200.5800018310547,196.22999572753903,200.36000061035156,191.6929168701172,657400.0,ADS,Alliance Data Systems
2018-12-03,202.3999938964844,203.83999633789065,193.1499938964844,199.0500030517578,190.43960571289065,844700.0,ADS,Alliance Data Systems
2018-12-04,198.6300048828125,198.6300048828125,188.66000366210935,188.86000061035156,180.6904296875,858500.0,ADS,Alliance Data Systems
2018-12-06,185.42999267578125,187.2899932861328,181.8000030517578,187.13999938964844,179.0447998046875,784500.0,ADS,Alliance Data Systems
2018-12-07,186.8999938964844,188.3500061035156,178.91000366210938,180.44000244140625,172.63462829589844,654600.0,ADS,Alliance Data Systems
2018-12-10,181.7100067138672,183.6999969482422,175.57000732421875,179.00999450683594,171.26644897460938,616800.0,ADS,Alliance Data Systems
2018-12-11,182.47999572753903,183.58999633789065,176.41000366210938,178.1699981689453,170.4628143310547,381800.0,ADS,Alliance Data Systems
2018-12-12,180.4499969482422,183.38999938964844,179.30999755859375,179.3699951171875,171.6109161376953,444000.0,ADS,Alliance Data Systems
2018-12-13,180.22999572753903,180.72999572753903,174.8000030517578,175.49000549316406,167.8987274169922,480100.0,ADS,Alliance Data Systems
2018-12-14,174.13999938964844,175.0,172.75999450683594,173.17999267578125,165.68865966796875,514600.0,ADS,Alliance Data Systems
2018-12-17,171.9600067138672,172.60000610351562,160.0500030517578,161.17999267578125,154.20777893066406,1076700.0,ADS,Alliance Data Systems
2018-12-18,163.55999755859375,165.0399932861328,159.07000732421875,160.27999877929688,153.3466796875,729000.0,ADS,Alliance Data Systems
2018-12-19,160.1199951171875,164.6199951171875,157.9199981689453,158.75,151.8828887939453,635100.0,ADS,Alliance Data Systems
2018-12-20,157.25999450683594,157.72999572753906,151.02000427246094,154.27999877929688,147.60621643066406,1147500.0,ADS,Alliance Data Systems
2018-12-21,154.27999877929688,156.4199981689453,148.5500030517578,149.05999755859375,142.61203002929688,1205400.0,ADS,Alliance Data Systems
2018-12-24,147.52000427246094,148.69000244140625,144.4499969482422,144.4600067138672,138.21104431152344,301100.0,ADS,Alliance Data Systems
2018-12-26,145.8699951171875,151.82000732421875,142.5800018310547,151.67999267578125,145.1187286376953,632500.0,ADS,Alliance Data Systems
2018-12-27,150.0,151.89999389648438,145.0800018310547,151.88999938964844,145.3196258544922,434500.0,ADS,Alliance Data Systems
2018-12-28,152.1999969482422,154.0399932861328,148.85000610351562,149.82000732421875,143.3391876220703,483400.0,ADS,Alliance Data Systems
2018-12-31,150.0,151.24000549316406,147.25999450683594,150.0800018310547,143.58792114257812,587200.0,ADS,Alliance Data Systems
2019-01-02,148.00999450683594,156.6199951171875,147.3699951171875,155.3800048828125,148.65866088867188,866600.0,ADS,Alliance Data Systems
2019-01-03,152.85000610351562,154.57000732421875,149.91000366210938,151.4499969482422,144.89866638183594,771500.0,ADS,Alliance Data Systems
2019-01-04,154.22000122070312,162.1300048828125,153.25999450683594,161.6999969482422,154.70529174804688,768900.0,ADS,Alliance Data Systems
2019-01-07,162.16000366210938,163.6999969482422,159.8699951171875,161.69000244140625,154.69570922851562,1092900.0,ADS,Alliance Data Systems
2019-01-08,163.9199981689453,165.11000061035156,161.25999450683594,164.5,157.3841552734375,695100.0,ADS,Alliance Data Systems
2019-01-09,166.55999755859375,168.63999938964844,164.4199981689453,168.10000610351562,160.8284149169922,641500.0,ADS,Alliance Data Systems
2019-01-10,167.47000122070312,170.0,166.27999877929688,167.22999572753906,159.9960479736328,915600.0,ADS,Alliance Data Systems
2019-01-11,166.41000366210938,167.57000732421875,162.13999938964844,167.47000122070312,160.2256622314453,715900.0,ADS,Alliance Data Systems
2019-01-14,166.27000427246094,169.8800048828125,165.6300048828125,168.13999938964844,160.86668395996094,422100.0,ADS,Alliance Data Systems
2019-01-15,168.69000244140625,171.2899932861328,167.4199981689453,167.61000061035156,160.35964965820312,1074400.0,ADS,Alliance Data Systems
2019-01-16,167.82000732421875,170.22999572753906,167.4600067138672,168.74000549316406,161.44073486328125,325100.0,ADS,Alliance Data Systems
2019-01-17,167.86000061035156,170.66000366210938,167.19000244140625,169.69000244140625,162.3496551513672,472000.0,ADS,Alliance Data Systems
2019-01-18,171.4499969482422,172.66000366210938,168.88999938964844,172.52000427246094,165.0572052001953,781500.0,ADS,Alliance Data Systems
2019-01-22,172.07000732421875,174.3800048828125,169.4600067138672,170.69000244140625,163.306396484375,716100.0,ADS,Alliance Data Systems
2019-01-23,173.08999633789062,176.42999267578125,171.58999633789062,173.72000122070312,166.205322265625,757100.0,ADS,Alliance Data Systems
2019-01-24,173.6699981689453,176.05999755859375,171.8800048828125,174.6300048828125,167.07595825195312,411800.0,ADS,Alliance Data Systems
2019-01-25,176.83999633789062,178.89999389648438,175.80999755859375,177.7100067138672,170.022705078125,482400.0,ADS,Alliance Data Systems
2019-01-28,175.6999969482422,179.50999450683594,175.4600067138672,178.75999450683594,171.0272979736328,620300.0,ADS,Alliance Data Systems
2019-01-29,178.1300048828125,179.25,176.49000549316406,177.80999755859375,170.118408203125,518800.0,ADS,Alliance Data Systems
2019-01-30,178.05999755859375,179.77000427246094,175.7100067138672,179.55999755859375,171.79266357421875,477300.0,ADS,Alliance Data Systems
2019-01-31,178.61000061035156,181.61000061035156,177.5500030517578,177.58999633789062,169.90789794921875,968200.0,ADS,Alliance Data Systems
2019-02-01,178.14999389648438,181.7100067138672,177.88999938964844,181.3300018310547,173.4861297607422,880200.0,ADS,Alliance Data Systems
2019-02-04,182.0,182.6499938964844,180.0,181.02999877929688,173.19911193847656,516800.0,ADS,Alliance Data Systems
