date,wiki_open,sheepb_open,open_absolute_relative_difference,wiki_high,sheepb_high,high_absolute_relative_difference,wiki_low,sheepb_low,low_absolute_relative_difference,wiki_close,sheepb_close,close_absolute_relative_difference,wiki_volume,sheepb_volume,volume_absolute_relative_difference
2012-08-30,91.65,91.6500015258789,1.6648978640176892e-08,92.9,92.9000015258789,1.6424961168937102e-08,91.04,91.04000091552734,1.005631955486308e-08,91.55,91.5500030517578,3.333432885277432e-08,241400.0,241400.0,0.0
2012-08-31,91.8,91.8000030517578,3.324354902467519e-08,92.28,92.27999877929688,1.3228252382369021e-08,90.94,90.94000244140624,2.6846340928088352e-08,91.52,91.5199966430664,3.667978132337879e-08,192700.0,192700.0,0.0
2012-09-04,91.26,91.26000213623048,2.3408179616879465e-08,91.7,91.6999969482422,3.3279801581187485e-08,90.23,90.2300033569336,3.7204184843986354e-08,91.51,91.51000213623048,2.3344229882482637e-08,249500.0,249500.0,0.0
2012-09-05,91.57,91.56999969482422,3.3327047788134223e-09,92.1,92.0999984741211,1.6567631933028792e-08,90.926,90.93000030517578,4.399517383113505e-05,91.97,91.97000122070312,1.32728403823279e-08,208500.0,208500.0,0.0
2012-09-06,92.49,92.48999786376952,2.3096880519268836e-08,93.88,93.87999725341795,2.9256306377511976e-08,92.49,92.48999786376952,2.3096880519268836e-08,93.4,93.4000015258789,1.633703328174363e-08,354300.0,354300.0,0.0
2012-09-07,93.9,93.9000015258789,1.625004153460452e-08,94.06,94.05999755859376,2.5955839255686897e-08,93.25,93.25,0.0,93.6,93.5999984741211,1.630212498326955e-08,347200.0,347200.0,0.0
2012-09-10,93.33,93.33000183105467,1.961914364301265e-08,93.53,93.52999877929688,1.3051460800994619e-08,93.01,93.01000213623048,2.2967750590296987e-08,93.03,93.02999877929688,1.3121607245203393e-08,291700.0,291700.0,0.0
2012-09-11,92.87,92.87000274658205,2.9574480864269503e-08,93.28,93.27999877929688,1.3086440042719971e-08,92.615,92.61000061035156,5.398034495962545e-05,93.19,93.19000244140624,2.6198156755086188e-08,404600.0,404600.0,0.0
2012-09-12,93.5,93.5,0.0,93.86,93.86000061035156,6.502786753515011e-09,92.93,92.93000030517578,3.2839317931632195e-09,93.28,93.27999877929688,1.3086440042719971e-08,354400.0,354400.0,0.0
2012-09-13,93.13,93.12999725341795,2.9491915021218063e-08,93.6,93.5999984741211,1.630212498326955e-08,92.29,92.29000091552734,9.920114285577597e-09,93.32,93.31999969482422,3.270207660222013e-09,265500.0,265500.0,0.0
2012-09-14,93.02,93.0199966430664,3.60882991268241e-08,93.74,93.73999786376952,2.2788889220137776e-08,92.54,92.54000091552734,9.89331461198617e-09,93.17,93.16999816894533,1.9652835359096343e-08,346500.0,346500.0,0.0
2012-09-17,93.86,93.86000061035156,6.502786753515011e-09,94.06,94.05999755859376,2.5955839255686897e-08,93.1869,93.19000244140624,3.329267747109732e-05,93.9,93.9000015258789,1.625004153460452e-08,358000.0,358000.0,0.0
2012-09-18,94.46,94.45999908447266,9.692222469048772e-09,94.52,94.5199966430664,3.55155902465043e-08,93.71,93.70999908447266,9.769793418712425e-09,94.43,94.43000030517578,3.231767076172787e-09,349000.0,349000.0,0.0
2012-09-19,94.71,94.70999908447266,9.666638600691613e-09,94.71,94.70999908447266,9.666638600691613e-09,93.27,93.2699966430664,3.5991568503312976e-08,93.66,93.66000366210938,3.9100036097750035e-08,252500.0,252500.0,0.0
2012-09-20,93.57,93.56999969482422,3.2614703160405156e-09,93.58,93.58000183105467,1.9566730902198515e-08,91.255,91.25,5.4791518272923057e-05,91.43,91.43000030517578,3.3378078079238094e-09,445700.0,445700.0,0.0
