date,open,high,low,close,adj_close,volume,Name,Company Name
2018-03-28,58.7599983215332,59.20000076293945,58.0,58.75,58.75,646900.0,SRCL,Stericycle
2018-03-29,58.970001220703125,59.47999954223633,58.5099983215332,58.529998779296875,58.529998779296875,795700.0,SRCL,Stericycle
2018-04-02,58.5,58.93000030517578,57.27000045776367,57.939998626708984,57.939998626708984,849400.0,SRCL,Stericycle
2018-04-03,58.31999969482422,58.40999984741211,57.11000061035156,57.93000030517578,57.93000030517578,935200.0,SRCL,Stericycle
2018-04-04,57.459999084472656,58.47999954223633,57.150001525878906,58.310001373291016,58.310001373291016,757000.0,SRCL,Stericycle
2018-04-05,58.540000915527344,58.86000061035156,58.13999938964844,58.56999969482422,58.56999969482422,610800.0,SRCL,Stericycle
2018-04-06,58.290000915527344,58.689998626708984,57.650001525878906,58.06999969482422,58.06999969482422,572900.0,SRCL,Stericycle
2018-04-09,58.34000015258789,58.34000015258789,56.97999954223633,57.11000061035156,57.11000061035156,818500.0,SRCL,Stericycle
2018-04-10,57.66999816894531,57.90999984741211,56.7599983215332,57.810001373291016,57.810001373291016,1131000.0,SRCL,Stericycle
2018-04-11,57.36000061035156,58.59000015258789,57.150001525878906,58.150001525878906,58.150001525878906,905500.0,SRCL,Stericycle
2018-04-12,58.5099983215332,59.06999969482422,58.25,58.7400016784668,58.7400016784668,997100.0,SRCL,Stericycle
2018-04-13,58.720001220703125,59.619998931884766,58.290000915527344,58.9900016784668,58.9900016784668,893800.0,SRCL,Stericycle
2018-04-16,59.5,60.36000061035156,58.81999969482422,60.18000030517578,60.18000030517578,988400.0,SRCL,Stericycle
2018-04-17,60.400001525878906,60.70000076293945,59.79999923706055,60.47999954223633,60.47999954223633,754600.0,SRCL,Stericycle
2018-04-18,60.459999084472656,61.77000045776367,60.380001068115234,61.470001220703125,61.470001220703125,1003300.0,SRCL,Stericycle
2018-04-19,61.380001068115234,61.72999954223633,60.68000030517578,60.849998474121094,60.849998474121094,582700.0,SRCL,Stericycle
2018-04-20,61.09000015258789,61.66999816894531,60.11000061035156,60.36000061035156,60.36000061035156,669600.0,SRCL,Stericycle
2018-04-23,60.34000015258789,61.09000015258789,60.0099983215332,60.9900016784668,60.9900016784668,525100.0,SRCL,Stericycle
2018-04-24,61.400001525878906,62.08000183105469,60.720001220703125,61.06999969482422,61.06999969482422,1241400.0,SRCL,Stericycle
2018-04-25,60.97999954223633,61.189998626708984,60.439998626708984,60.79999923706055,60.79999923706055,941400.0,SRCL,Stericycle
2018-04-26,60.83000183105469,61.34000015258789,60.58000183105469,61.25,61.25,634200.0,SRCL,Stericycle
2018-04-27,61.470001220703125,61.81999969482422,60.9900016784668,61.099998474121094,61.099998474121094,1602400.0,SRCL,Stericycle
2018-04-30,61.2599983215332,61.310001373291016,58.650001525878906,58.709999084472656,58.709999084472656,1678100.0,SRCL,Stericycle
2018-05-01,58.70000076293945,58.88999938964844,57.560001373291016,58.689998626708984,58.689998626708984,1078500.0,SRCL,Stericycle
2018-05-02,58.68000030517578,59.880001068115234,58.540000915527344,59.41999816894531,59.41999816894531,1256000.0,SRCL,Stericycle
2018-05-03,59.09000015258789,59.650001525878906,58.290000915527344,59.08000183105469,59.08000183105469,1338800.0,SRCL,Stericycle
2018-05-04,59.29999923706055,64.88999938964844,59.099998474121094,63.84000015258789,63.84000015258789,2014500.0,SRCL,Stericycle
2018-05-07,64.08000183105469,64.30999755859375,63.2400016784668,63.95000076293945,63.95000076293945,1229100.0,SRCL,Stericycle
