Date_sheepb,Open_sheepb,High_sheepb,Low_sheepb,Close_sheepb,Adj Close_sheepb,Volume_sheepb,Name,Company Name,date,Date_jackson,Open_jackson,High_jackson,Low_jackson,Close_jackson,Adj Close_jackson,Volume_jackson
2017-11-06,40.38999938964844,42.22999954223633,40.34000015258789,42.06999969482422,37.52153396606445,3030600.0,HFC,HollyFrontier,2017-11-06,2017-11-06,40.38999938964844,42.22999954223633,40.34000015258789,42.06999969482422,39.4349479675293,3030600
2017-11-07,41.970001220703125,42.470001220703125,41.7400016784668,42.33000183105469,37.7534294128418,2477100.0,HFC,HollyFrontier,2017-11-07,2017-11-07,41.970001220703125,42.470001220703125,41.7400016784668,42.33000183105469,39.67866134643555,2477100
2017-11-08,42.2599983215332,42.4900016784668,41.31999969482422,42.31999969482422,37.74451446533203,2557300.0,HFC,HollyFrontier,2017-11-08,2017-11-08,42.2599983215332,42.4900016784668,41.31999969482422,42.31999969482422,39.669288635253906,2557300
2017-11-09,41.9900016784668,42.20000076293945,41.33000183105469,42.20000076293945,37.63748550415039,2884400.0,HFC,HollyFrontier,2017-11-09,2017-11-09,41.9900016784668,42.20000076293945,41.33000183105469,42.20000076293945,39.55680465698242,2884400
2017-11-10,42.189998626708984,42.5,41.86000061035156,42.04999923706055,37.50369644165039,2244700.0,HFC,HollyFrontier,2017-11-10,2017-11-10,42.189998626708984,42.5,41.86000061035156,42.04999923706055,39.41619873046875,2244700
