Date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name,date,cash_dividend,canonical_factor,vendor_adjustment_factor
2018-05-11,67.91000366210938,68.27999877929688,67.41000366210938,67.62000274658203,61.20893478393555,2056900.0,HFC,HollyFrontier,2018-05-11,0.0,1.0,0.9051897707447144
2018-05-14,68.08000183105469,69.30000305175781,67.98999786376953,69.04000091552734,62.49429702758789,1743300.0,HFC,HollyFrontier,2018-05-14,0.0,1.0,0.905189690018279
2018-05-15,68.52999877929688,69.23999786376953,68.27999877929688,68.9000015258789,62.36756134033203,1983200.0,HFC,HollyFrontier,2018-05-15,0.0,1.0,0.90518954947928
2018-05-16,68.7300033569336,69.48999786376953,67.76000213623047,68.95999908447266,62.42186737060547,2355200.0,HFC,HollyFrontier,2018-05-16,0.0,1.0,0.9051895040506266
2018-05-17,69.58000183105469,72.77999877929688,69.58000183105469,72.43000030517578,65.5628890991211,2963300.0,HFC,HollyFrontier,2018-05-17,0.0,1.0,0.9051896841485452
2018-05-18,72.8499984741211,73.54000091552734,72.0,72.95999908447266,66.04264068603516,2915800.0,HFC,HollyFrontier,2018-05-18,0.0,1.0,0.9051897137439843
2018-05-21,73.69999694824219,75.33000183105469,73.43000030517578,75.13999938964844,68.01594543457031,3514600.0,HFC,HollyFrontier,2018-05-21,0.0,1.0,0.9051895925878919
2018-05-22,74.9000015258789,75.02999877929688,72.13999938964844,72.94000244140625,66.31578826904297,2908000.0,HFC,HollyFrontier,2018-05-22,0.33,1.0045242663689942,0.909182698784736
2018-05-23,72.33000183105469,73.91000366210938,71.9000015258789,73.66999816894531,66.97947692871094,1762200.0,HFC,HollyFrontier,2018-05-23,0.0,1.0045242663689942,0.9091825518321421
2018-05-24,73.5,76.30999755859375,72.80000305175781,75.55000305175781,68.68875885009766,3086800.0,HFC,HollyFrontier,2018-05-24,0.0,1.0045242663689942,0.90918274090658
2018-05-25,74.12000274658203,74.41000366210938,71.33999633789062,72.69000244140625,66.08848571777344,3154700.0,HFC,HollyFrontier,2018-05-25,0.0,1.0045242663689942,0.9091826041833725
2018-05-29,73.3499984741211,75.4000015258789,72.9000015258789,74.8499984741211,68.05233001708984,2734400.0,HFC,HollyFrontier,2018-05-29,0.0,1.0045242663689942,0.9091827842938234
2018-05-30,75.81999969482422,78.6500015258789,75.62000274658203,77.58999633789062,70.5434799194336,3026900.0,HFC,HollyFrontier,2018-05-30,0.0,1.0045242663689942,0.9091826685005796
2018-05-31,77.45999908447266,80.19000244140625,77.13999938964844,77.18000030517578,70.17071533203125,4654500.0,HFC,HollyFrontier,2018-05-31,0.0,1.0045242663689942,0.9091826257394497
2018-06-01,78.16000366210938,82.12999725341797,77.6500015258789,81.6500015258789,74.2347640991211,4857900.0,HFC,HollyFrontier,2018-06-01,0.0,1.0045242663689942,0.9091826419083708
2018-06-04,82.02999877929688,83.27999877929688,80.25,81.0,73.64379119873047,5185100.0,HFC,HollyFrontier,2018-06-04,0.0,1.0045242663689942,0.9091826073917342
2018-06-05,80.97000122070312,81.11000061035156,77.95999908447266,79.02999877929688,71.85270690917969,4418300.0,HFC,HollyFrontier,2018-06-05,0.0,1.0045242663689942,0.9091826903583682
2018-06-06,79.16000366210938,79.19999694824219,73.80999755859375,75.8499984741211,68.96149444580078,5814200.0,HFC,HollyFrontier,2018-06-06,0.0,1.0045242663689942,0.9091825422953624
2018-06-07,76.81999969482422,77.18000030517578,76.04000091552734,76.75,69.7797622680664,2189600.0,HFC,HollyFrontier,2018-06-07,0.0,1.0045242663689942,0.9091825702679662
2018-06-08,76.5999984741211,77.47000122070312,75.58000183105469,77.19000244140625,70.1798095703125,1637200.0,HFC,HollyFrontier,2018-06-08,0.0,1.0045242663689942,0.9091826318257331
2018-06-11,76.37000274658203,77.12000274658203,75.33999633789062,76.27999877929688,69.35245513916016,4203400.0,HFC,HollyFrontier,2018-06-11,0.0,1.0045242663689942,0.9091826985973036
2018-06-12,76.16999816894531,76.63999938964844,72.75,72.87999725341797,66.26122283935547,4982100.0,HFC,HollyFrontier,2018-06-12,0.0,1.0045242663689942,0.9091825649903947
2018-06-13,73.01000213623047,74.12000274658203,70.83000183105469,73.05000305175781,66.4157943725586,4659600.0,HFC,HollyFrontier,2018-06-13,0.0,1.0045242663689942,0.9091826365222913
2018-06-14,73.5199966430664,74.08000183105469,71.91999816894531,72.95999908447266,66.3339614868164,3907600.0,HFC,HollyFrontier,2018-06-14,0.0,1.0045242663689942,0.909182597576726
2018-06-15,72.3499984741211,72.98999786376953,71.7699966430664,72.30000305175781,65.7339096069336,40982100.0,HFC,HollyFrontier,2018-06-15,0.0,1.0045242663689942,0.9091826671138076
2018-06-18,72.83000183105469,76.58000183105469,72.75,74.19999694824219,67.46135711669922,4256800.0,HFC,HollyFrontier,2018-06-18,0.0,1.0045242663689942,0.9091827478612503
2018-06-19,72.70999908447266,75.16000366210938,72.62999725341797,74.69999694824219,67.91593933105469,3739600.0,HFC,HollyFrontier,2018-06-19,0.0,1.0045242663689942,0.909182625243104
2018-06-20,75.0199966430664,75.70999908447266,73.95999908447266,74.58999633789062,67.8159408569336,2763300.0,HFC,HollyFrontier,2018-06-20,0.0,1.0045242663689942,0.9091827883960371
2018-06-21,74.61000061035156,74.61000061035156,71.56999969482422,72.0,65.46116638183594,3214900.0,HFC,HollyFrontier,2018-06-21,0.0,1.0045242663689942,0.9091828664143881
2018-06-22,73.73999786376953,74.23999786376953,70.54000091552734,71.19000244140625,64.72472381591797,5017900.0,HFC,HollyFrontier,2018-06-22,0.0,1.0045242663689942,0.9091827728084487
2018-06-25,70.83000183105469,70.87999725341797,66.83000183105469,67.29000091552734,61.17890548706055,5582200.0,HFC,HollyFrontier,2018-06-25,0.0,1.0045242663689942,0.9091827114679583
2018-06-26,67.72000122070312,68.83000183105469,67.37000274658203,67.55999755859375,61.42436599731445,3755600.0,HFC,HollyFrontier,2018-06-26,0.0,1.0045242663689942,0.9091824780491155
2018-06-27,68.0999984741211,68.91999816894531,66.33000183105469,66.48999786376953,60.45155334472656,3145400.0,HFC,HollyFrontier,2018-06-27,0.0,1.0045242663689942,0.9091826633621638
2018-06-28,66.98999786376953,67.75,66.31999969482422,66.9800033569336,60.897064208984375,2237100.0,HFC,HollyFrontier,2018-06-28,0.0,1.0045242663689942,0.9091827583893436
2018-06-29,68.41000366210938,69.66000366210938,68.25,68.43000030517578,62.21537780761719,3159800.0,HFC,HollyFrontier,2018-06-29,0.0,1.0045242663689942,0.9091827784620287
2018-07-02,68.19999694824219,69.3499984741211,67.80000305175781,68.36000061035156,62.1517333984375,2865500.0,HFC,HollyFrontier,2018-07-02,0.0,1.0045242663689942,0.9091827507828611
2018-07-03,69.02999877929688,69.41000366210938,68.4000015258789,69.04000091552734,62.769962310791016,2207100.0,HFC,HollyFrontier,2018-07-03,0.0,1.0045242663689942,0.909182524310683
2018-07-05,69.94999694824219,69.94999694824219,66.44999694824219,67.27999877929688,61.1698112487793,3655400.0,HFC,HollyFrontier,2018-07-05,0.0,1.0045242663689942,0.9091827044979409
