Date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name,date,vendor_factor,vendor_factor_step,inferred_cash_yahoo_convention,disposition
2017-11-08,42.2599983215332,42.4900016784668,41.31999969482422,42.31999969482422,37.74451446533203,2557300.0,HFC,HollyFrontier,2017-11-08,0.8918836185612786,1.5346803983184998e-07,6.496301410780839e-06,Inserted only in explicit repaired variant after exact JacksonCrow v2 OHLCV corroboration
