ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,Date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name,vendor_factor,vendor_factor_step,inferred_cash_yahoo_convention,wiki_factor,wiki_factor_step
HFC,2018-01-16,52.84,53.21,51.87,52.25,2533040.0,0.0,1.0,52.84,53.21,51.87,52.25,2533040.0,2018-01-16,52.84000015258789,53.209999084472656,51.869998931884766,52.25,46.94978713989258,2939600.0,HFC,HollyFrontier,0.8985605194237813,-6.554188125562632e-08,-3.4416042962547415e-06,1.0,0.0
HFC,2018-01-17,52.35,52.925,52.07,52.4,2205391.0,0.0,1.0,52.35,52.925,52.07,52.4,2205391.0,2018-01-17,52.349998474121094,52.93000030517578,52.06999969482422,52.400001525878906,47.084571838378906,2253300.0,HFC,HollyFrontier,0.8985605051008471,-1.5939865982694812e-08,-8.328580149985498e-07,1.0,0.0
HFC,2018-01-18,52.2,52.2,50.7,50.91,1928001.0,0.0,1.0,52.2,52.2,50.7,50.91,1928001.0,2018-01-18,52.20000076293945,52.20000076293945,50.70000076293945,50.90999984741211,45.74571228027344,1987800.0,HFC,HollyFrontier,0.8985604481905889,-6.333492053034462e-08,-3.3187501476815235e-06,1.0,0.0
HFC,2018-01-19,50.91,51.15,50.4,50.94,1787554.0,0.0,1.0,50.91,51.15,50.4,50.94,1787554.0,2018-01-19,50.90999984741211,51.150001525878906,50.400001525878906,50.939998626708984,45.77267074584961,1797900.0,HFC,HollyFrontier,0.8985605021561577,6.00578056175749e-08,3.0575426939579914e-06,1.0,0.0
HFC,2018-01-22,51.1,52.18,50.87,51.74,3227650.0,0.0,1.0,51.1,52.18,50.87,51.74,3227650.0,2018-01-22,51.099998474121094,52.18000030517578,50.869998931884766,51.7400016784668,46.49152755737305,3242900.0,HFC,HollyFrontier,0.898560611696345,1.2190630127584257e-07,6.209906061744817e-06,1.0,0.0
HFC,2018-01-23,51.93,51.95,51.3301,51.72,2192717.0,0.0,1.0,51.93,51.95,51.3301,51.72,2192717.0,2018-01-23,51.93000030517578,51.95000076293945,51.33000183105469,51.720001220703125,46.47354507446289,2228200.0,HFC,HollyFrontier,0.8985604017321617,-2.3366724588580468e-07,-1.2089946514782658e-05,1.0,0.0
HFC,2018-01-24,51.8,51.9,48.24,49.26,4777767.0,0.0,1.0,51.8,51.9,48.24,49.26,4777767.0,2018-01-24,51.79999923706055,51.900001525878906,48.2400016784668,49.2599983215332,44.26308822631836,4830300.0,HFC,HollyFrontier,0.8985604899415816,9.816749080293619e-08,5.0772222446008175e-06,1.0,0.0
HFC,2018-01-25,49.2,49.68,48.32,48.5,4012241.0,0.0,1.0,49.2,49.68,48.32,48.5,4012241.0,2018-01-25,49.20000076293945,49.68000030517578,48.31999969482422,48.5,43.5801887512207,4077600.0,HFC,HollyFrontier,0.8985605928086743,1.1447987513513169e-07,5.639277811668823e-06,1.0,0.0
HFC,2018-01-26,48.76,49.31,48.48,48.81,2101415.0,0.0,1.0,48.76,49.31,48.48,48.81,2101415.0,2018-01-26,48.7599983215332,49.310001373291016,48.47999954223633,48.810001373291016,43.85873794555664,2112100.0,HFC,HollyFrontier,0.8985604735007502,-1.3277671540024016e-07,-6.439671547675552e-06,1.0,0.0
HFC,2018-01-29,48.39,48.4,46.61,46.82,3286805.0,0.0,1.0,48.39,48.4,46.61,46.82,3286805.0,2018-01-29,48.38999938964844,48.400001525878906,46.61000061035156,46.81999969482422,42.07060241699219,3335700.0,HFC,HollyFrontier,0.8985605017345385,3.1421133250830735e-08,1.5336655083524196e-06,1.0,0.0
HFC,2018-01-30,46.02,47.1,45.49,46.55,3127029.0,0.0,1.0,46.02,47.1,45.49,46.55,3127029.0,2018-01-30,46.02000045776367,47.099998474121094,45.4900016784668,46.54999923706055,41.82799530029297,3140600.0,HFC,HollyFrontier,0.8985606011995768,1.106937574935074e-07,5.182681120277904e-06,1.0,0.0
HFC,2018-01-31,46.71,48.1,46.52,47.96,3112492.0,0.0,1.0,46.71,48.1,46.52,47.96,3112492.0,2018-01-31,46.709999084472656,48.099998474121094,46.52000045776367,47.959999084472656,43.09496307373047,3166500.0,HFC,HollyFrontier,0.8985605482983157,-5.887333709431175e-08,-2.7405539622022394e-06,1.0,0.0
HFC,2018-02-01,48.03,48.045,46.531,47.62,1940899.0,0.0,1.0,48.03,48.045,46.531,47.62,1940899.0,2018-02-01,48.029998779296875,48.04999923706055,46.529998779296875,47.619998931884766,42.78945541381836,1959500.0,HFC,HollyFrontier,0.8985606126330248,7.159752257734908e-08,3.433816872327214e-06,1.0,0.0
HFC,2018-02-02,47.01,47.59,46.08,46.4,1939407.0,0.0,1.0,47.01,47.59,46.08,46.4,1939407.0,2018-02-02,47.0099983215332,47.59000015258789,46.08000183105469,46.400001525878906,41.69321060180664,1946500.0,HFC,HollyFrontier,0.8985605437653461,-7.66422183495763e-08,-3.6497026308619623e-06,1.0,0.0
HFC,2018-02-05,45.79,47.15,44.07,44.99,2688889.0,0.0,1.0,45.79,47.15,44.07,44.99,2688889.0,2018-02-05,45.790000915527344,47.150001525878906,44.06999969482422,44.9900016784668,40.42624282836914,2714700.0,HFC,HollyFrontier,0.8985605983588578,6.075663128157771e-08,2.8191076141751128e-06,1.0,0.0
HFC,2018-02-06,43.82,46.78,43.52,46.47,3116465.0,0.0,1.0,43.82,46.78,43.52,46.47,3116465.0,2018-02-06,43.81999969482422,46.779998779296875,43.52000045776367,46.470001220703125,41.75611114501953,3116500.0,HFC,HollyFrontier,0.8985605777521805,-2.293298573263769e-08,-1.031755086583199e-06,1.0,0.0
HFC,2018-02-07,46.55,47.13,45.67,45.79,2299774.0,0.0,1.0,46.55,47.13,45.67,45.79,2299774.0,2018-02-07,46.54999923706055,47.130001068115234,45.66999816894531,45.790000915527344,41.14508819580078,2322600.0,HFC,HollyFrontier,0.898560545384233,-3.602199816210572e-08,-1.6739423553164902e-06,1.0,0.0
HFC,2018-02-08,45.65,46.11,44.35,44.36,2515811.0,0.0,1.0,45.65,46.11,44.35,44.36,2515811.0,2018-02-08,45.650001525878906,46.11000061035156,44.349998474121094,44.36000061035156,39.86014938354492,2515800.0,HFC,HollyFrontier,0.8985606139564257,7.631338028168955e-08,3.4943894886125615e-06,1.0,0.0
HFC,2018-02-09,44.715,45.24,42.88,44.5,2806873.0,0.0,1.0,44.715,45.24,42.88,44.5,2806873.0,2018-02-09,44.720001220703125,45.2400016784668,42.880001068115234,44.5,39.98593521118164,2808300.0,HFC,HollyFrontier,0.8985603418243066,-3.028533801519018e-07,-1.3434580196393605e-05,1.0,0.0
HFC,2018-02-12,44.93,45.94,44.4787,44.73,2388359.0,0.0,1.0,44.93,45.94,44.4787,44.73,2388359.0,2018-02-12,44.93000030517578,45.939998626708984,44.47999954223633,44.72999954223633,40.19261169433594,2388400.0,HFC,HollyFrontier,0.8985605210298301,1.994362706092545e-07,8.874912273415525e-06,1.0,0.0
HFC,2018-02-13,44.63,45.36,44.485,45.26,2096862.0,0.0,1.0,44.63,45.36,44.485,45.26,2096862.0,2018-02-13,44.630001068115234,45.36000061035156,44.4900016784668,45.2599983215332,40.66884231567383,2104900.0,HFC,HollyFrontier,0.898560402648644,-1.317453675042657e-07,-5.892971002857857e-06,1.0,0.0
HFC,2018-02-14,44.8,46.87,44.74,46.78,1866161.0,0.0,1.0,44.8,46.87,44.74,46.78,1866161.0,2018-02-14,44.79999923706055,46.869998931884766,44.7400016784668,46.779998779296875,42.034664154052734,1866200.0,HFC,HollyFrontier,0.8985606081857306,2.2874042304721343e-07,1.035278879647027e-05,1.0,0.0
HFC,2018-02-15,46.89,47.88,46.12,46.81,1952050.0,0.0,1.0,46.89,47.88,46.12,46.81,1952050.0,2018-02-15,46.88999938964844,47.880001068115234,46.119998931884766,46.810001373291016,42.06161880493164,1952100.0,HFC,HollyFrontier,0.8985605120902919,-1.069437474132684e-07,-5.002828913582939e-06,1.0,0.0
HFC,2018-02-16,46.58,46.9,45.9,46.4,1424899.0,0.0,1.0,46.58,46.9,45.9,46.4,1424899.0,2018-02-16,46.58000183105469,46.900001525878906,45.900001525878906,46.400001525878906,41.69321060180664,1424900.0,HFC,HollyFrontier,0.8985605437653461,3.5250885987991865e-08,1.6500939643411288e-06,1.0,0.0
HFC,2018-02-20,46.21,46.56,45.62,45.98,3908050.0,0.0,1.0,46.21,46.56,45.62,45.98,3908050.0,2018-02-20,46.209999084472656,46.560001373291016,45.619998931884766,45.97999954223633,41.31581115722656,3908100.0,HFC,HollyFrontier,0.8985604951838825,-5.4065876775588606e-08,-2.5086569039740373e-06,1.0,0.0
HFC,2018-02-21,44.5,45.25,43.68,44.41,4349838.0,0.0,1.0,44.5,45.25,43.68,44.41,4349838.0,2018-02-21,44.5,45.25,43.68000030517578,44.40999984741211,39.905067443847656,4368400.0,HFC,HollyFrontier,0.8985604048853207,-1.0049246790266864e-07,-4.62064408759539e-06,1.0,0.0
HFC,2018-02-22,44.63,45.13,43.88,44.09,3029435.0,0.0,1.0,44.63,45.13,43.88,44.09,3029435.0,2018-02-22,44.630001068115234,45.130001068115234,43.880001068115234,44.09000015258789,39.61753845214844,3113700.0,HFC,HollyFrontier,0.8985606331376494,2.5402001635477234e-07,1.1281026022934308e-05,1.0,0.0
HFC,2018-02-23,44.46,45.105,44.21,45.0,2702572.0,0.0,1.0,44.46,45.105,44.21,45.0,2702572.0,2018-02-23,44.459999084472656,45.11000061035156,44.209999084472656,45.0,40.43521881103515,2735200.0,HFC,HollyFrontier,0.8985604180230033,-2.393991436200338e-07,-1.055511080454294e-05,1.0,0.0
HFC,2018-02-26,45.13,45.32,44.83,45.06,2208889.0,0.0,1.0,45.13,45.32,44.83,45.06,2208889.0,2018-02-26,45.130001068115234,45.31999969482422,44.83000183105469,45.060001373291016,40.4891357421875,2211200.0,HFC,HollyFrontier,0.8985604640080446,5.117634871432131e-08,2.302935572240372e-06,1.0,0.0
HFC,2018-02-27,44.75,46.06,44.37,44.4,1979816.0,0.0,1.0,44.75,46.06,44.37,44.4,1979816.0,2018-02-27,44.75,46.060001373291016,44.369998931884766,44.400001525878906,40.190425872802734,1985900.0,HFC,HollyFrontier,0.9051897408016397,0.007377663562032399,0.3300028800136187,1.0,0.0
HFC,2018-02-28,44.55,44.81,42.79,42.83,2609404.0,0.0,1.0,44.55,44.81,42.79,42.83,2609404.0,2018-02-28,44.54999923706055,44.810001373291016,42.790000915527344,42.83000183105469,38.7692756652832,2643800.0,HFC,HollyFrontier,0.9051896803135978,-6.682360520482433e-08,-2.9669683751639363e-06,1.0,0.0
HFC,2018-03-01,42.82,43.7,42.42,43.45,3178563.0,0.0,1.0,42.82,43.7,42.42,43.45,3178563.0,2018-03-01,42.81999969482422,43.70000076293945,42.41999816894531,43.45000076293945,39.33049774169922,3178600.0,HFC,HollyFrontier,0.9051898055487734,1.3835241197135417e-07,5.92563324018924e-06,1.0,0.0
HFC,2018-03-02,43.03,45.3547,42.74,44.08,2130601.0,0.0,1.0,43.03,45.3547,42.74,44.08,2130601.0,2018-03-02,43.029998779296875,44.22999954223633,42.7400016784668,44.08000183105469,39.90076446533203,2130600.0,HFC,HollyFrontier,0.9051897188720543,-9.575529735794674e-08,-4.160568143643568e-06,1.0,0.0
HFC,2018-03-05,43.83,44.67,43.44,44.42,1620093.0,0.0,1.0,43.83,44.67,43.44,44.42,1620093.0,2018-03-05,43.83000183105469,44.66999816894531,43.439998626708984,44.41999816894531,40.20852279663086,1620100.0,HFC,HollyFrontier,0.9051896545268487,-7.10847729568087e-08,-3.133417147213946e-06,1.0,0.0
HFC,2018-03-06,44.66,45.59,44.38,45.23,2441910.0,0.0,1.0,44.66,45.59,44.38,45.23,2441910.0,2018-03-06,44.65999984741211,45.59000015258789,44.380001068115234,45.22999954223633,40.94172668457031,2441900.0,HFC,HollyFrontier,0.9051896329633704,-2.382205566142659e-08,-1.0581756984507452e-06,1.0,0.0
HFC,2018-03-07,44.76,46.33,44.725,44.95,2214598.0,0.0,1.0,44.76,46.33,44.725,44.95,2214598.0,2018-03-07,44.7599983215332,46.33000183105469,44.72999954223633,44.95000076293945,40.68827438354492,2214600.0,HFC,HollyFrontier,0.905189626094328,-7.588512040967998e-09,-3.4322839613923744e-07,1.0,0.0
HFC,2018-03-08,45.03,45.37,44.355,45.29,1942397.0,0.0,1.0,45.03,45.37,44.355,45.29,1942397.0,2018-03-08,45.029998779296875,45.369998931884766,44.36000061035156,45.290000915527344,40.99604034423828,2121100.0,HFC,HollyFrontier,0.905189655895615,3.292270056576285e-08,1.4798753656445416e-06,1.0,0.0
HFC,2018-03-09,45.79,46.58,45.68,46.52,2291117.0,0.0,1.0,45.79,46.58,45.68,46.52,2291117.0,2018-03-09,45.790000915527344,46.58000183105469,45.68000030517578,46.52000045776367,42.10942077636719,2397400.0,HFC,HollyFrontier,0.905189603654434,-5.771296718304342e-08,-2.6138204924320415e-06,1.0,0.0
HFC,2018-03-12,46.7,47.0,45.88,45.99,1794447.0,0.0,1.0,46.7,47.0,45.88,45.99,1794447.0,2018-03-12,46.70000076293945,47.0,45.880001068115234,45.9900016784668,41.629676818847656,1795700.0,HFC,HollyFrontier,0.9051897216681184,1.3037454693609618e-07,6.065023192940019e-06,1.0,0.0
HFC,2018-03-13,46.35,47.0,45.95,46.14,1517222.0,0.0,1.0,46.35,47.0,45.95,46.14,1517222.0,2018-03-13,46.349998474121094,47.0,45.95000076293945,46.13999938964844,41.76545715332031,1517200.0,HFC,HollyFrontier,0.9051898072345974,9.452877880455901e-08,4.347378287411815e-06,1.0,0.0
HFC,2018-03-14,46.22,46.86,46.01,46.27,1514947.0,0.0,1.0,46.22,46.86,46.01,46.27,1514947.0,2018-03-14,46.220001220703125,46.86000061035156,46.0099983215332,46.27000045776367,41.88312911987305,1515900.0,HFC,HollyFrontier,0.9051897278044105,-8.774975834846543e-08,-4.048774155219821e-06,1.0,0.0
HFC,2018-03-15,46.23,46.55,44.7,45.59,2341573.0,0.0,1.0,46.23,46.55,44.7,45.59,2341573.0,2018-03-15,46.22999954223633,46.54999923706055,44.70000076293945,45.59000015258789,41.267601013183594,2760300.0,HFC,HollyFrontier,0.9051897537850976,2.870192439274888e-08,1.328038018832175e-06,1.0,0.0
HFC,2018-03-16,45.82,46.59,45.695,46.51,3474987.0,0.0,1.0,45.82,46.59,45.695,46.51,3474987.0,2018-03-16,45.81999969482422,46.59000015258789,45.70000076293945,46.5099983215332,42.100372314453125,3813200.0,HFC,HollyFrontier,0.9051897190665236,-3.835502315752137e-08,-1.7486055824650065e-06,1.0,0.0
HFC,2018-03-19,46.46,46.73,45.8,46.26,1766561.0,0.0,1.0,46.46,46.73,45.8,46.26,1766561.0,2018-03-19,46.459999084472656,46.72999954223633,45.79999923706055,46.2599983215332,41.87407684326172,1767600.0,HFC,HollyFrontier,0.9051897614049433,4.677297904542854e-08,2.175411073623047e-06,1.0,0.0
HFC,2018-03-20,46.7,48.66,46.6,48.01,2344052.0,0.0,1.0,46.7,48.66,46.6,48.01,2344052.0,2018-03-20,46.70000076293945,48.65999984741211,46.599998474121094,48.0099983215332,43.45815658569336,2344100.0,HFC,HollyFrontier,0.9051897126645332,-5.384551637899193e-08,-2.4908936359833265e-06,1.0,0.0
HFC,2018-03-21,48.16,49.74,47.96,49.03,2147290.0,0.0,1.0,48.16,49.74,47.96,49.03,2147290.0,2018-03-21,48.15999984741211,49.7400016784668,47.959999084472656,49.029998779296875,44.381446838378906,2147300.0,HFC,HollyFrontier,0.9051896378410509,-8.266055306904718e-08,-3.968533344573156e-06,1.0,0.0
HFC,2018-03-22,48.47,49.2,48.1,48.18,1714837.0,0.0,1.0,48.47,49.2,48.1,48.18,1714837.0,2018-03-22,48.470001220703125,49.20000076293945,48.099998474121094,48.18000030517578,43.612037658691406,1717200.0,HFC,HollyFrontier,0.905189650943326,1.4474619058901794e-08,7.096905439018955e-07,1.0,0.0
HFC,2018-03-23,48.43,49.15,47.73,47.81,1506574.0,0.0,1.0,48.43,49.15,47.73,47.81,1506574.0,2018-03-23,48.43000030517578,49.150001525878906,47.72999954223633,47.810001373291016,43.27711868286133,1507300.0,HFC,HollyFrontier,0.9051896557158022,5.272349445917257e-09,2.540217979132868e-07,1.0,0.0
HFC,2018-03-26,48.59,49.44,47.99,49.36,1638880.0,0.0,1.0,48.59,49.44,47.99,49.36,1638880.0,2018-03-26,48.59000015258789,49.439998626708984,47.9900016784668,49.36000061035156,44.6801643371582,1639900.0,HFC,HollyFrontier,0.9051897039034492,5.323486274022571e-08,2.5451587227097626e-06,1.0,0.0
HFC,2018-03-27,49.7,50.5,48.61,48.98,1549085.0,0.0,1.0,49.7,50.5,48.61,48.98,1549085.0,2018-03-27,49.70000076293945,50.5,48.61000061035156,48.97999954223633,44.336185455322266,1549600.0,HFC,HollyFrontier,0.9051895849261979,-1.3143902410917008e-07,-6.487831165142152e-06,1.0,0.0
