ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,Date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name,vendor_factor,vendor_factor_step,inferred_cash_yahoo_convention,wiki_factor,wiki_factor_step
HFC,2017-12-06,45.57,45.89,44.56,45.1,1962893.0,0.0,1.0,45.57,45.89,44.56,45.1,1962893.0,2017-12-06,45.56999969482422,45.88999938964844,44.560001373291016,45.099998474121094,40.52508163452149,1990100.0,HFC,HollyFrontier,0.8985605987941497,4.9439898397452e-08,2.26929129977202e-06,1.0,0.0
HFC,2017-12-07,44.94,45.77,44.89,45.32,3208536.0,0.0,1.0,44.94,45.77,44.89,45.32,3208536.0,2017-12-07,44.939998626708984,45.77000045776367,44.88999938964844,45.31999969482422,40.722755432128906,3216100.0,HFC,HollyFrontier,0.8985603642177353,-2.6105797956699206e-07,-1.1773717549484254e-05,1.0,0.0
HFC,2017-12-08,44.63,45.84,44.58,45.69,1917059.0,0.0,1.0,44.63,45.84,44.58,45.69,1917059.0,2017-12-08,44.630001068115234,45.84000015258789,44.58000183105469,45.689998626708984,41.055233001708984,1926700.0,HFC,HollyFrontier,0.8985606092294637,2.726714176670697e-07,1.2357465194333308e-05,1.0,0.0
HFC,2017-12-11,45.83,46.91,45.71,46.61,2352383.0,0.0,1.0,45.83,46.91,45.71,46.61,2352383.0,2017-12-11,45.83000183105469,46.90999984741211,45.709999084472656,46.61000061035156,41.88190460205078,3198700.0,HFC,HollyFrontier,0.8985604817338122,-1.418887609627717e-07,-6.482898216749288e-06,1.0,0.0
HFC,2017-12-12,46.97,47.5,46.33,47.25,2585100.0,0.0,1.0,46.97,47.5,46.33,47.25,2585100.0,2017-12-12,46.970001220703125,47.5,46.33000183105469,47.25,42.45698547363281,2905100.0,HFC,HollyFrontier,0.898560539124504,6.386959250370694e-08,2.9769615541149514e-06,1.0,0.0
HFC,2017-12-13,47.03,48.28,46.65,48.06,2100780.0,0.0,1.0,47.03,48.28,46.65,48.06,2100780.0,2017-12-13,47.029998779296875,48.279998779296875,46.650001525878906,48.060001373291016,43.184818267822266,2100800.0,HFC,HollyFrontier,0.8985604875954478,-5.734622643416287e-08,-2.7096093563883095e-06,1.0,0.0
HFC,2017-12-14,48.04,48.41,47.47,47.8,2119555.0,0.0,1.0,48.04,48.41,47.47,47.8,2119555.0,2017-12-14,48.04999923706055,48.40999984741211,47.470001220703125,47.79999923706055,42.95118713378906,2122300.0,HFC,HollyFrontier,0.8985604146304655,-8.120208183637345e-08,-3.902572479378386e-06,1.0,0.0
HFC,2017-12-15,47.82,48.24,47.47,47.86,2539471.0,0.0,1.0,47.82,48.24,47.47,47.86,2539471.0,2017-12-15,47.880001068115234,48.2400016784668,47.470001220703125,47.86000061035156,43.005104064941406,2907000.0,HFC,HollyFrontier,0.8985604579294532,4.8187063450555456e-08,2.3033414847285535e-06,1.0,0.0
HFC,2017-12-18,48.23,48.49,47.71,48.44,2306123.0,0.0,1.0,48.23,48.49,47.71,48.44,2306123.0,2017-12-18,47.970001220703125,48.4900016784668,47.709999084472656,48.439998626708984,43.526275634765625,2808700.0,HFC,HollyFrontier,0.8985606289998114,1.9038269116755657e-07,9.111713983269677e-06,1.0,0.0
HFC,2017-12-19,48.125,48.25,47.41,47.59,1687396.0,0.0,1.0,48.125,48.25,47.41,47.59,1687396.0,2017-12-19,48.25,48.25,47.40999984741211,47.59000015258789,42.76249313354492,1687400.0,HFC,HollyFrontier,0.898560474814782,-1.71591125197601e-07,-8.31187529407609e-06,1.0,0.0
HFC,2017-12-20,48.11,49.6,47.72,49.46,2534502.0,0.0,1.0,48.11,49.6,47.72,49.46,2534502.0,2017-12-20,47.90999984741211,49.599998474121094,47.720001220703125,49.459999084472656,44.44279861450195,2534500.0,HFC,HollyFrontier,0.8985604415114963,-3.706293194571941e-08,-1.7638250056383095e-06,1.0,0.0
HFC,2017-12-21,49.78,50.5462,49.27,50.15,2040514.0,0.0,1.0,49.78,50.5462,49.27,50.15,2040514.0,2017-12-21,49.52000045776367,50.54999923706055,49.27000045776367,50.150001525878906,45.06280899047851,2202800.0,HFC,HollyFrontier,0.8985604709747566,3.278940274853426e-08,1.6217637750112798e-06,1.0,0.0
HFC,2017-12-22,50.11,50.881,49.99,50.62,1698282.0,0.0,1.0,50.11,50.881,49.99,50.62,1698282.0,2017-12-22,50.25,50.880001068115234,49.9900016784668,50.619998931884766,45.485130310058594,1698300.0,HFC,HollyFrontier,0.898560475500291,5.036427275229016e-09,2.525768355377133e-07,1.0,0.0
HFC,2017-12-26,50.63,51.31,50.39,51.3,814115.0,0.0,1.0,50.63,51.31,50.39,51.3,814115.0,2017-12-26,50.630001068115234,51.310001373291016,50.38999938964844,51.29999923706055,46.096153259277344,815400.0,HFC,HollyFrontier,0.8985605057470684,3.366137080185183e-08,1.7039384978360284e-06,1.0,0.0
HFC,2017-12-27,51.37,51.9981,50.9392,51.63,1066106.0,0.0,1.0,51.37,51.9981,50.9392,51.63,1066106.0,2017-12-27,51.369998931884766,52.0,50.939998626708984,51.630001068115234,46.39268112182617,1336000.0,HFC,HollyFrontier,0.8985605299643614,2.695121015250379e-08,1.3825970203931947e-06,1.0,0.0
HFC,2017-12-28,51.6,51.66,51.12,51.5,1314914.0,0.0,1.0,51.6,51.66,51.12,51.5,1314914.0,2017-12-28,51.599998474121094,51.65999984741211,51.119998931884766,51.5,46.27587127685547,1314900.0,HFC,HollyFrontier,0.8985606073175819,8.608570922774561e-08,4.444604875328497e-06,1.0,0.0
HFC,2017-12-29,51.62,51.79,51.21,51.22,1073972.0,0.0,1.0,51.62,51.79,51.21,51.22,1073972.0,2017-12-29,51.619998931884766,51.790000915527344,51.209999084472656,51.220001220703125,46.02427291870117,1077100.0,HFC,HollyFrontier,0.8985605588017471,-5.399283520279852e-08,-2.780631167320635e-06,1.0,0.0
HFC,2018-01-02,51.38,52.06,51.025,51.3,2449521.0,0.0,1.0,51.38,52.06,51.025,51.3,2449521.0,2018-01-02,51.380001068115234,52.060001373291016,51.029998779296875,51.29999923706055,46.096153259277344,2449500.0,HFC,HollyFrontier,0.8985605057470684,-5.9044076961001224e-08,-3.024237875987771e-06,1.0,0.0
HFC,2018-01-03,51.45,52.02,51.02,51.38,1942897.0,0.0,1.0,51.45,52.02,51.02,51.38,1942897.0,2018-01-03,51.45000076293945,52.02000045776367,51.02000045776367,51.380001068115234,46.16804122924805,2333300.0,HFC,HollyFrontier,0.8985605346337456,3.214772648085784e-08,1.649178292682242e-06,1.0,0.0
HFC,2018-01-04,51.5,51.6199,50.37,50.97,2660917.0,0.0,1.0,51.5,51.6199,50.37,50.97,2660917.0,2018-01-04,51.5,51.619998931884766,50.369998931884766,50.970001220703125,45.79963302612305,2682600.0,HFC,HollyFrontier,0.8985605636501346,3.229208034305486e-08,1.6591670711788877e-06,1.0,0.0
HFC,2018-01-05,51.08,51.6,50.63,51.25,2266775.0,0.0,1.0,51.08,51.6,50.63,51.25,2266775.0,2018-01-05,51.08000183105469,51.599998474121094,50.630001068115234,51.25,46.05121994018555,2288700.0,HFC,HollyFrontier,0.8985603890767911,-1.9428110975550084e-07,-9.902510319732972e-06,1.0,0.0
HFC,2018-01-08,51.25,51.8,50.93,51.72,1782801.0,0.0,1.0,51.25,51.8,50.93,51.72,1782801.0,2018-01-08,51.25,51.79999923706055,50.93000030517578,51.720001220703125,46.47354507446289,1782800.0,HFC,HollyFrontier,0.8985604017321617,1.4084051258578256e-08,7.218076156223496e-07,1.0,0.0
HFC,2018-01-09,51.99,52.07,51.19,51.26,1649592.0,0.0,1.0,51.99,52.07,51.19,51.26,1649592.0,2018-01-09,51.9900016784668,52.06999969482422,51.189998626708984,51.2599983215332,46.060211181640625,1879500.0,HFC,HollyFrontier,0.8985605284792165,1.410556871306312e-07,7.295399282752187e-06,1.0,0.0
HFC,2018-01-10,51.36,51.42,50.89,51.28,1304411.0,0.0,1.0,51.36,51.42,50.89,51.28,1304411.0,2018-01-10,51.36000061035156,51.41999816894531,50.88999938964844,51.279998779296875,46.078182220458984,1311500.0,HFC,HollyFrontier,0.8985605171087093,-1.265413607232091e-08,-6.486509995186256e-07,1.0,0.0
HFC,2018-01-11,51.35,51.933,50.89,51.5,2056938.0,0.0,1.0,51.35,51.933,50.89,51.5,2056938.0,2018-01-11,51.349998474121094,51.93000030517578,50.88999938964844,51.5,46.27587127685547,2083200.0,HFC,HollyFrontier,0.8985606073175819,1.0039265130323827e-07,5.1481345181970935e-06,1.0,0.0
HFC,2018-01-12,51.75,52.65,51.53,52.51,1776790.0,0.0,1.0,51.75,52.65,51.53,52.51,1776790.0,2018-01-12,51.75,52.650001525878906,51.529998779296875,52.5099983215332,47.18341445922851,1815300.0,HFC,HollyFrontier,0.8985605783171321,-3.227433920116596e-08,-1.6621285260365326e-06,1.0,0.0
