date,open,high,low,close,volume,as_traded_close,dollar_volume,adjusted,source,downloaded_at
2017-11-08,66.98,67.37,66.6804,67.1,922226.0,67.1,61881364.599999994,True,"Cam Nugent sandp500 v4 IEX archive; SRCL 2017-11-08 whole-row restoration, factor1",
2018-03-28,58.7599983215332,59.20000076293945,58.0,58.75,646900.0,58.75,38005375.0,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-03-29,58.970001220703125,59.47999954223633,58.5099983215332,58.529998779296875,795700.0,58.529998779296875,46572320.02868652,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-02,58.5,58.93000030517578,57.27000045776367,57.939998626708984,849400.0,57.939998626708984,49214234.83352661,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-03,58.31999969482422,58.40999984741211,57.11000061035156,57.93000030517578,935200.0,57.93000030517578,54176136.28540039,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-04,57.459999084472656,58.47999954223633,57.150001525878906,58.310001373291016,757000.0,58.310001373291016,44140671.0395813,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-05,58.540000915527344,58.86000061035156,58.13999938964844,58.56999969482422,610800.0,58.56999969482422,35774555.81359863,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-06,58.290000915527344,58.689998626708984,57.650001525878906,58.06999969482422,572900.0,58.06999969482422,33268302.825164795,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-09,58.34000015258789,58.34000015258789,56.97999954223633,57.11000061035156,818500.0,57.11000061035156,46744535.499572754,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
2018-04-10,57.66999816894531,57.90999984741211,56.7599983215332,57.810001373291016,1131000.0,57.810001373291016,65383111.55319214,True,"SheepB v1 Yahoo archive; SRCL bounded nominal whole row, reviewed zero common cash 2016-2018",
