date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name
2018-03-27,94.6999969482422,94.93000030517578,93.2699966430664,93.62999725341795,88.0587158203125,866200.0,XEC,Cimarex Energy
2018-03-28,95.0199966430664,95.25,92.43000030517578,92.75,87.23108673095703,1500900.0,XEC,Cimarex Energy
2020-03-02,33.630001068115234,33.880001068115234,31.809999465942383,32.720001220703125,31.554424285888672,26191900.0,XEC,Cimarex Energy
2020-03-09,13.010000228881836,16.3799991607666,13.010000228881836,15.06999969482422,14.533164978027344,9737600.0,XEC,Cimarex Energy
2020-03-10,16.559999465942383,18.1299991607666,14.630000114440918,17.719999313354492,17.08876609802246,6813900.0,XEC,Cimarex Energy
2021-08-19,59.16999816894531,60.08000183105469,57.52000045776367,58.540000915527344,58.540000915527344,817000.0,XEC,Cimarex Energy
