date,wiki_open,sheepb_open,open_relative_difference,wiki_high,sheepb_high,high_relative_difference,wiki_low,sheepb_low,low_relative_difference,wiki_close,sheepb_close,close_relative_difference,wiki_volume,sheepb_volume,volume_relative_difference
2006-10-23,35.43,35.43000030517578,8.613485258379683e-09,35.94,35.939998626708984,-3.821065697184878e-08,35.29,35.290000915527344,2.5942968218117812e-08,35.68,35.68000030517578,8.553132868627245e-09,659600.0,659600.0,0.0
2006-10-24,35.48,35.47999954223633,-1.2902020007921067e-08,36.19,36.189998626708984,-3.794669833911968e-08,35.44,35.439998626708984,-3.874974641160378e-08,36.0,36.0,0.0,931600.0,931600.0,0.0
2006-10-25,36.0,36.0,0.0,37.3,37.29999923706055,-2.0454140714498692e-08,35.62,35.619998931884766,-2.998639059281771e-08,37.02,37.02000045776367,1.2365307000550274e-08,1010600.0,1010600.0,0.0
2006-10-26,37.35,37.349998474121094,-4.0853518235017816e-08,37.35,37.349998474121094,-4.0853518235017816e-08,36.4101,36.40999984741211,-2.7506814836986138e-06,36.86,36.86000061035156,1.6558642457198403e-08,782100.0,782100.0,0.0
2006-10-27,36.62,36.619998931884766,-2.9167537718421954e-08,37.32,37.31999969482422,-8.177271748621706e-09,36.43,36.43000030517578,8.377045945806572e-09,36.5,36.5,0.0,600800.0,600800.0,0.0
2006-10-30,36.25,36.25,0.0,36.36,36.36000061035156,1.6786346535013763e-08,35.93,35.93000030517578,8.493620473615238e-09,36.03,36.029998779296875,-3.388018665617665e-08,321900.0,321900.0,0.0
2006-10-31,35.8,35.79999923706055,-2.1311157838432848e-08,36.39,36.38999938964844,-1.6772507938078718e-08,35.52,35.52000045776367,1.28874906302201e-08,36.02,36.02000045776367,1.2708597063593174e-08,697600.0,697600.0,0.0
2006-11-01,35.85,35.849998474121094,-4.256287056136898e-08,36.47,36.470001220703125,3.347143207044212e-08,35.67,35.66999816894531,-5.133318448091728e-08,36.17,36.16999816894531,-5.062357444352017e-08,698400.0,698400.0,0.0
2006-11-02,35.92,35.91999816894531,-5.0975910048656203e-08,36.55,36.54999923706055,-2.087385642113304e-08,35.58,35.58000183105469,5.1463032280096854e-08,36.0,36.0,0.0,433800.0,433800.0,0.0
2006-11-03,36.35,36.349998474121094,-4.197741143574518e-08,37.13,37.130001068115234,2.8766906412514004e-08,36.29,36.290000915527344,2.5228088951223526e-08,36.71,36.709999084472656,-2.493945372439299e-08,656700.0,656700.0,0.0
2006-11-06,36.52,36.52000045776367,1.25346020229955e-08,36.81,36.810001373291016,3.730755260278329e-08,36.18,36.18000030517578,8.434930309775268e-09,36.65,36.650001525878906,4.1633803737894937e-08,635500.0,635500.0,0.0
2006-11-07,36.58,36.58000183105469,5.005616965370052e-08,36.59,36.59000015258789,4.170207290599137e-09,35.5,35.5,0.0,35.73,35.72999954223633,-1.2811745553342746e-08,1014300.0,1014300.0,0.0
2006-11-08,35.7,35.70000076293945,2.1370852865132406e-08,36.66,36.65999984741211,-4.162244660044223e-09,35.67,35.66999816894531,-5.133318448091728e-08,36.51,36.5099983215332,-4.5972796347548694e-08,684300.0,684300.0,0.0
2006-11-09,36.77,36.77000045776367,1.2449379083179224e-08,37.08,37.08000183105469,4.938119446684652e-08,36.21,36.209999084472656,-2.5283826143862598e-08,36.75,36.75,0.0,631600.0,631600.0,0.0
2006-11-10,36.5,36.5,0.0,36.75,36.75,0.0,36.13,36.130001068115234,2.9563111958452737e-08,36.31,36.349998474121094,0.00110158287306783,520700.0,520700.0,0.0
2006-11-13,35.98,35.97999954223633,-1.2722725650782252e-08,36.1,36.099998474121094,-4.226811378682527e-08,35.6,35.599998474121094,-4.2861767024504616e-08,35.77,35.77000045776367,1.279741868032147e-08,685900.0,685900.0,0.0
2006-11-14,35.95,35.95000076293945,2.1222237744922268e-08,36.15,36.150001525878906,4.220965177381686e-08,35.77,35.77000045776367,1.279741868032147e-08,36.15,36.150001525878906,4.220965177381686e-08,1103300.0,1103300.0,0.0
2006-11-15,36.06,36.060001373291016,3.808350013123629e-08,36.6,36.599998474121094,-4.1690680574468786e-08,35.84,35.84000015258789,4.257474595092958e-09,36.1,36.099998474121094,-4.226811378682527e-08,1567800.0,1567800.0,0.0
2006-11-16,36.22,36.220001220703125,3.370246060008242e-08,36.3,36.29999923706055,-2.1017615758900376e-08,34.94,34.939998626708984,-3.9304264842776604e-08,34.96,34.959999084472656,-2.618785310826155e-08,1141900.0,1141900.0,0.0
2006-11-17,34.72,34.720001220703125,3.515850011126531e-08,35.75,35.75,0.0,34.7001,34.70000076293945,-2.8598494109521866e-06,35.39,35.38999938964844,-1.724644149714294e-08,1014500.0,1014500.0,0.0
2006-11-20,35.3,35.29999923706055,-2.1613015599442065e-08,35.56,35.560001373291016,3.861898245638429e-08,35.01,35.0099983215332,-4.794249630624137e-08,35.22,35.220001220703125,3.465937314928169e-08,545500.0,545500.0,0.0
2006-11-21,35.5,35.5,0.0,35.9,35.900001525878906,4.250359064705833e-08,35.321,35.31999969482422,-2.8320409268700608e-05,35.89,35.88999938964844,-1.7006173358424803e-08,512300.0,512300.0,0.0
2006-11-22,35.85,35.849998474121094,-4.256287056136898e-08,36.15,36.150001525878906,4.220965177381686e-08,35.31,35.310001373291016,3.889241040333502e-08,35.96,35.959999084472656,-2.5459603536504005e-08,706800.0,706800.0,0.0
2006-11-24,36.1,36.099998474121094,-4.226811378682527e-08,36.47,36.470001220703125,3.347143207044212e-08,36.1,36.099998474121094,-4.226811378682527e-08,36.18,36.18000030517578,8.434930309775268e-09,267700.0,267700.0,0.0
2006-11-27,36.22,36.220001220703125,3.370246060008242e-08,36.49,36.4900016784668,4.5997993858293285e-08,35.71,35.709999084472656,-2.5637842182568704e-08,35.88,35.880001068115234,2.976909785346038e-08,561100.0,561100.0,0.0
2006-11-28,36.01,36.0099983215332,-4.661113006676487e-08,36.63,36.630001068115234,2.9159574976844738e-08,36.01,36.0099983215332,-4.661113006676487e-08,36.4,36.400001525878906,4.191975011558213e-08,581600.0,581600.0,0.0
2006-11-29,36.45,36.45000076293945,2.0931123501100046e-08,37.69,37.689998626708984,-3.6436482164781125e-08,36.42,36.41999816894531,-5.027607608010243e-08,37.49,37.4900016784668,4.4771053531178495e-08,990900.0,990900.0,0.0
2006-11-30,37.49,37.4900016784668,4.4771053531178495e-08,37.93,37.93000030517578,8.045762722730387e-09,37.38,37.380001068115234,2.8574511201640007e-08,37.61,37.61000061035156,1.6228438370902154e-08,1092400.0,1092400.0,0.0
2006-12-01,37.61,37.61000061035156,1.6228438370902154e-08,37.82,37.81999969482422,-8.069164003643436e-09,36.96,36.959999084472656,-2.4770761442027833e-08,37.8,37.79999923706055,-2.018358336020043e-08,561700.0,561700.0,0.0
2006-12-04,37.62,37.619998931884766,-2.8392217799044772e-08,37.87,37.869998931884766,-2.8204785618157757e-08,37.07,37.06999969482422,-8.2324193018124e-09,37.8,37.79999923706055,-2.018358336020043e-08,774100.0,774100.0,0.0
2006-12-05,37.9,37.900001525878906,4.026065725248884e-08,38.46,38.459999084472656,-2.3804663129567416e-08,37.7,37.70000076293945,2.0237120645916207e-08,38.12,38.119998931884766,-2.8019811915136472e-08,595400.0,595400.0,0.0
2006-12-06,37.95,37.95000076293945,2.0103806397386847e-08,38.43,38.43000030517578,7.94108201418453e-09,37.91,37.90999984741211,-4.025003663699067e-09,37.99,37.9900016784668,4.418180554743856e-08,371200.0,371200.0,0.0
2006-12-07,37.91,37.90999984741211,-4.025003663699067e-09,38.06,38.060001373291016,3.608226517570756e-08,37.6,37.599998474121094,-4.058188585176481e-08,37.88,37.880001068115234,2.8197339796420806e-08,359600.0,359600.0,0.0
2006-12-08,38.14,38.13999938964844,-1.6002925096181286e-08,38.28,38.279998779296875,-3.1888796381274176e-08,37.47,37.470001220703125,3.2578145958694904e-08,37.63,37.630001068115234,2.8384672612347117e-08,473500.0,473500.0,0.0
2006-12-11,37.2,37.36000061035156,0.004301091676117252,37.54,37.540000915527344,2.4388048691648123e-08,37.1,37.099998474121094,-4.1128811578694524e-08,37.35,37.349998474121094,-4.0853518235017816e-08,563700.0,563700.0,0.0
2006-12-12,37.26,37.2599983215332,-4.504741801802936e-08,37.73,37.72999954223633,-1.2132617799309742e-08,37.25,37.25,0.0,37.37,37.369998931884766,-2.8582157640677508e-08,527200.0,527200.0,0.0
2006-12-13,37.32,37.31999969482422,-8.177271748621706e-09,37.74,37.7400016784668,4.447447787825354e-08,37.25,37.25,0.0,37.61,37.61000061035156,1.6228438370902154e-08,445000.0,445000.0,0.0
2006-12-14,37.9,37.900001525878906,4.026065725248884e-08,38.18,38.18000030517578,7.99307975363206e-09,37.66,37.65999984741211,-4.051722957143511e-09,37.75,37.75,0.0,580600.0,580600.0,0.0
2006-12-15,37.89,37.88999938964844,-1.610851319000517e-08,37.9,37.900001525878906,4.026065725248884e-08,37.5,37.5,0.0,37.61,37.61000061035156,1.6228438370902154e-08,684000.0,684000.0,0.0
2006-12-18,37.51,37.5099983215332,-4.4747181959792215e-08,37.55,37.54999923706055,-2.0317961424431985e-08,36.54,36.540000915527344,2.5055482799629658e-08,36.6,36.599998474121094,-4.1690680574468786e-08,862200.0,862200.0,0.0
2006-12-19,36.25,36.25,0.0,37.28,37.279998779296875,-3.274418258758516e-08,36.15,36.150001525878906,4.220965177381686e-08,37.06,37.060001373291016,3.705588280666916e-08,1167300.0,1167300.0,0.0
2006-12-20,37.02,37.02000045776367,1.2365307000550274e-08,37.59,37.59000015258789,4.0592680328188635e-09,37.02,37.02000045776367,1.2365307000550274e-08,37.23,37.22999954223633,-1.2295559237429643e-08,1425900.0,1425900.0,0.0
2006-12-21,37.24,37.2400016784668,4.507161111000357e-08,37.8,37.79999923706055,-2.018358336020043e-08,37.21,37.209999084472656,-2.4604336013034356e-08,37.3,37.29999923706055,-2.0454140714498692e-08,969800.0,969800.0,0.0
2006-12-22,37.31,37.310001373291016,3.680758542401463e-08,37.81,37.810001373291016,3.632084144555847e-08,37.0,37.0,0.0,37.37,37.369998931884766,-2.8582157640677508e-08,515900.0,515900.0,0.0
2006-12-26,37.27,37.27000045776367,1.2282362904514343e-08,37.64,37.63999938964844,-1.621550382857606e-08,36.78,36.779998779296875,-3.318931829365823e-08,36.9,36.900001525878906,4.135173181651908e-08,394900.0,394900.0,0.0
2006-12-27,36.81,36.810001373291016,3.730755260278329e-08,37.22,37.220001220703125,3.2796967364134844e-08,36.81,36.810001373291016,3.730755260278329e-08,36.94,36.939998626708984,-3.717625918220335e-08,501400.0,501400.0,0.0
2006-12-28,36.96,36.959999084472656,-2.4770761442027833e-08,37.17,37.16999816894531,-4.926162733287498e-08,36.61,36.61000061035156,1.667171711794424e-08,36.69,36.689998626708984,-3.7429572441460834e-08,540600.0,540600.0,0.0
2006-12-29,36.61,36.61000061035156,1.667171711794424e-08,36.71,36.709999084472656,-2.493945372439299e-08,36.4,36.400001525878906,4.191975011558213e-08,36.5,36.5,0.0,594000.0,594000.0,0.0
2007-01-03,37.35,37.349998474121094,-4.0853518235017816e-08,37.43,37.43000030517578,8.15324030511988e-09,36.18,36.18000030517578,8.434930309775268e-09,36.66,36.65999984741211,-4.162244660044223e-09,7583200.0,7583200.0,0.0
2007-01-04,36.66,36.65999984741211,-4.162244660044223e-09,36.73,36.72999954223633,-1.2462936793689039e-08,35.94,35.939998626708984,-3.821065697184878e-08,36.21,36.209999084472656,-2.5283826143862598e-08,1347900.0,1347900.0,0.0
2007-01-05,36.22,36.220001220703125,3.370246060008242e-08,36.61,36.61000061035156,1.667171711794424e-08,35.9401,35.939998626708984,-2.820617945320514e-06,36.31,36.310001373291016,3.782128921159256e-08,1188500.0,1188500.0,0.0
2007-01-08,37.1,37.099998474121094,-4.1128811578694524e-08,37.46,37.459999084472656,-2.444013202929085e-08,36.4,36.400001525878906,4.191975011558213e-08,36.55,36.54999923706055,-2.087385642113304e-08,1137700.0,1137700.0,0.0
2007-01-09,36.47,36.470001220703125,3.347143207044212e-08,36.54,36.540000915527344,2.5055482799629658e-08,35.56,35.560001373291016,3.861898245638429e-08,36.16,36.15999984741211,-4.2197977334623715e-09,872300.0,872300.0,0.0
2007-01-10,35.96,35.959999084472656,-2.5459603536504005e-08,36.01,36.0099983215332,-4.661113006676487e-08,35.28,35.279998779296875,-3.460042874436908e-08,35.28,35.279998779296875,-3.460042874436908e-08,869200.0,869200.0,0.0
2007-01-11,35.34,35.34000015258789,4.317710411427811e-09,35.98,35.97999954223633,-1.2722725650782252e-08,34.84,34.84000015258789,4.379675289101215e-09,34.99,34.9900016784668,4.796989983013589e-08,881100.0,881100.0,0.0
2007-01-12,35.12,35.119998931884766,-3.041330387532071e-08,35.76,35.7599983215332,-4.693699096058879e-08,34.99,34.9900016784668,4.796989983013589e-08,35.76,35.7599983215332,-4.693699096058879e-08,715400.0,715400.0,0.0
2007-01-16,35.76,35.7599983215332,-4.693699096058879e-08,36.23,36.22999954223633,-1.2634934321020808e-08,35.4,35.400001525878906,4.3103923985654546e-08,35.67,35.66999816894531,-5.133318448091728e-08,770300.0,770300.0,0.0
2007-01-17,35.67,35.66999816894531,-5.133318448091728e-08,36.24,36.2400016784668,4.631530892140745e-08,35.55,35.54999923706055,-2.1461025290214764e-08,36.02,36.02000045776367,1.2708597063593174e-08,674500.0,674500.0,0.0
2007-01-18,36.02,36.02000045776367,1.2708597063593174e-08,36.24,36.2400016784668,4.631530892140745e-08,35.4,35.400001525878906,4.3103923985654546e-08,35.48,35.47999954223633,-1.2902020007921067e-08,609300.0,609300.0,0.0
2007-01-19,35.59,35.59000015258789,4.287380894751891e-09,36.39,36.38999938964844,-1.6772507938078718e-08,35.52,35.52000045776367,1.28874906302201e-08,36.32,36.31999969482422,-8.402416873387608e-09,665600.0,665600.0,0.0
