date,Open,High,Low,Close,Adj Close,Volume,factor,factor_change
2018-05-17,50.63999938964844,51.869998931884766,50.5099983215332,50.90999984741211,47.54621124267578,5173500.0,0.9339267606596287,0.0073005880499981135
2018-08-31,61.790000915527344,63.029998779296875,61.68000030517578,62.849998474121094,59.04826736450195,2708000.0,0.9395110389511858,0.005979236217847683
2018-11-23,51.68000030517578,52.470001220703125,51.36000061035156,51.540000915527344,48.767208099365234,1711600.0,0.9462011492644976,0.007120817237350696
2019-03-08,44.29999923706055,44.29999923706055,43.560001373291016,43.880001068115234,41.86545944213867,1939900.0,0.9540897543997463,0.008337014755101624
2019-05-31,32.0,32.0,30.90999984741211,31.299999237060547,30.207225799560547,6560200.0,0.9650871097719993,0.011526409322830888
2019-08-29,28.530000686645508,29.34000015258789,28.530000686645508,29.1299991607666,28.480152130126953,4721900.0,0.9776914847455648,0.013060379972970493
2019-11-27,37.970001220703125,38.54999923706055,37.66999816894531,38.31999969482422,37.831764221191406,2895900.0,0.9872589906701185,0.009785781956593187
2020-03-09,26.649999618530273,27.309999465942383,25.510000228881836,26.790000915527344,26.790000915527344,5674200.0,1.0,0.012905437959016108
