date,Close,Adj Close,factor,factor_change
2000-02-25,10.1875,6.102489948272705,0.5990174182353576,0.00401570667463691
2000-05-26,11.71875,7.0461602210998535,0.6012723388671875,0.003764027475838372
2000-08-29,9.34375,5.644877910614014,0.604134090768055,0.004759085714382882
2000-11-28,8.1875,4.973476886749268,0.6074475586869335,0.005484501346788573
2001-02-26,9.579999923706056,5.84719181060791,0.6103540560724664,0.004785101271639336
2001-05-29,9.324999809265137,5.719295024871826,0.6133292377324499,0.004874857504727048
2001-08-29,9.904999732971191,6.1025614738464355,0.6161092012483939,0.004531855292679854
2001-11-28,9.734999656677246,6.024918556213379,0.6188925288847731,0.004517429432407516
2002-02-26,12.90999984741211,8.018362045288086,0.6210969899349315,0.003561811427322592
2002-05-29,12.119999885559082,7.555390357971191,0.6233820486230698,0.0036789501956464576
2002-08-28,9.489999771118164,5.946918964385986,0.6266511177887297,0.0052436435245573065
2002-11-26,9.744999885559082,6.137542724609375,0.6298145507117424,0.005048166536001819
2003-02-26,8.279999732971191,5.245722770690918,0.633541417858059,0.005917240898823728
2003-05-28,9.095000267028809,5.794444561004639,0.6371021870126444,0.005620814998508417
2003-08-27,12.470000267028809,7.976886749267578,0.6396861730916553,0.004055824763434357
2003-11-25,17.625,11.310112953186035,0.6417085363509807,0.003161920039265631
2004-02-25,19.559999465942383,12.587031364440918,0.6435087785333171,0.0028056199036516904
2004-05-26,20.094999313354492,12.966856002807615,0.645277752967638,0.002748798206989589
2004-08-27,18.774999618530273,12.157519340515137,0.6475376611201679,0.003502225417611138
2004-11-26,22.565000534057617,14.653882026672363,0.6494075639198452,0.002887260650637602
2005-02-24,26.21500015258789,17.06687355041504,0.6510346538651548,0.00250552818032701
2005-05-26,30.084999084472656,19.642410278320312,0.6528971539327076,0.0028611410110852553
2005-08-29,33.16999816894531,21.712751388549805,0.6545900689520657,0.0025929771080426267
2005-11-28,37.599998474121094,24.667394638061523,0.656047756359334,0.0022267726276981037
2006-02-24,38.29999923706055,25.19255828857422,0.6577691590185969,0.00262362463281951
2006-05-26,36.09000015258789,23.808420181274418,0.6596957628321649,0.0029291126544226387
2006-08-29,34.900001525878906,23.093351364135746,0.661700583222372,0.003039329852468242
2006-11-28,49.29999923706055,32.69113540649414,0.6631062051197572,0.0021243800680172953
2007-02-26,56.599998474121094,37.61903762817383,0.664647325836487,0.0023240752267275067
2007-05-29,51.08000183105469,34.038917541503906,0.6663844228918869,0.002613696656754483
2007-08-29,48.15999984741211,32.18571472167969,0.6683080320526453,0.002886791548604606
2007-11-28,35.18000030517578,23.60387802124023,0.6709459299739563,0.003947147590887878
2008-02-27,38.56999969482422,25.986482620239254,0.6737485824695619,0.0041775787667057696
2008-05-28,34.27000045776367,23.200441360473633,0.6769898176414441,0.00481051321909165
2008-08-27,29.530000686645508,20.100868225097656,0.6806931174298267,0.005470327767057803
2008-11-25,9.979999542236328,6.906537055969238,0.6920378129017043,0.016666503752354123
2009-02-25,13.220000267028809,9.256930351257324,0.7002216463145213,0.011825322190006649
2009-05-27,20.8799991607666,14.730971336364746,0.7055063184123186,0.007547215222094561
2009-08-27,28.450000762939453,20.183828353881836,0.7094491322536064,0.00558864498443179
2009-11-25,34.83000183105469,24.82749938964844,0.7128193535583469,0.004750541477264392
2010-02-24,36.59000015258789,26.19787979125977,0.7159846865812839,0.004440848468292069
2010-05-26,37.720001220703125,27.148603439331055,0.7197402587683424,0.005245368202414724
2010-08-27,30.280000686645508,21.939075469970703,0.7245401245861454,0.006669005367015313
2010-11-26,43.61000061035156,31.74177360534668,0.7278553809011468,0.004575268295337054
2011-03-02,44.209999084472656,32.34672546386719,0.7316608489871681,0.00522849653705082
2011-05-26,46.18000030517578,33.959388732910156,0.7353700413272635,0.005069618149483812
2011-09-01,44.709999084472656,33.04558563232422,0.7391095126146094,0.005085192224586921
2011-11-28,45.189998626708984,33.574703216552734,0.7429675644360128,0.005219987063789677
2012-02-28,53.779998779296875,40.15800857543945,0.7467089900883126,0.005035614083856554
2012-05-29,51.08000183105469,38.345943450927734,0.7507036428415879,0.005349871640334625
2012-08-30,57.529998779296875,43.38985824584961,0.7542127440729961,0.004674589188727207
