date,open,high,low,close,volume,adjusted,source,downloaded_at,as_traded_close,dollar_volume,nominal_open,nominal_high,nominal_low,nominal_close
2020-03-06,19.89492036251905,19.97137407142245,17.176570228817642,17.58432388305664,10198100,True,yfinance,2026-09-06 15:46:17.300578+00:00,20.700000762939453,211100677.78053284,23.420000076293945,23.510000228881836,20.219999313354492,20.700000762939453
2020-03-09,11.400078457836358,11.637933815950955,7.917192782710368,8.112574577331543,28073200,True,yfinance,2026-09-06 15:46:17.300578+00:00,9.550000190734863,268099065.35453796,13.420000076293945,13.699999809265137,9.319999694824219,9.550000190734863
