Date,Open,High,Low,Close,Adj Close,Volume,Name,Company Name,date
2017-11-08,38.130001068115234,38.65999984741211,37.790000915527344,38.29999923706055,34.9329948425293,1866200.0,JWN,Nordstrom,2017-11-08
